date,dam,storage_bcm,hei,forced_release_bcm,peak_release_cusecs,release_day1_cusecs,inflow_day1_cusecs,rain_day1_mm,day_of_exhaustion,storage_basis,reanchor_gap_bcm
2015-06-01,Bhakra,2.66,-0.5695589565701296,0.0,0.0,0.0,36956.897237228644,0.1557898547105521,,cwc,
2015-06-02,Bhakra,2.656,-0.5690599897507093,0.0,0.0,0.0,36889.29941177922,1.7249462012957395,,cwc,0.00879758871660341
2015-06-03,Bhakra,2.648,-0.5682343602151819,0.0,0.0,0.0,37385.47985081556,1.6457118759302511,,cwc,0.012632205529926832
2015-06-04,Bhakra,2.63,-0.570169287129396,0.0,0.0,0.0,37358.75782795823,1.0118779933365376,,cwc,0.023846148458253058
2015-06-05,Bhakra,2.607,-0.5730170898603277,0.0,0.0,0.0,38436.22194210781,1.506115760383705,,cwc,0.02878077101060228
2015-06-06,Bhakra,2.588,-0.5736914309058172,0.0,0.0,0.0,39862.208839439845,1.6054770690497018,,cwc,0.027416868363487445
2015-06-07,Bhakra,2.575,-0.5743414838327991,0.0,0.0,0.0,42261.23505493217,4.042213490163181,,cwc,0.024905653034772435
2015-06-08,Bhakra,2.573,-0.5745240702356524,0.0,0.0,0.0,39816.36340239092,0.0003938008166904,,cwc,0.019775051906727015
2015-06-09,Bhakra,2.572,-0.5737392014323137,0.0,0.0,0.0,39509.12542997119,0.1025189248895553,,cwc,0.012793488709613499
2015-06-10,Bhakra,2.581,-0.5714925643491772,0.0,0.0,0.0,44485.3012989958,4.59009601236648,,cwc,0.002041807799627815
2015-06-11,Bhakra,2.586,-0.5722793921345471,0.0,0.0,0.0,43520.718520088936,1.1940231870141589,,cwc,0.018216397991133615
2015-06-12,Bhakra,2.601,-0.5713224188516189,0.0,0.0,0.0,42613.83781767803,0.6025389824232431,,cwc,0.005856473352602087
2015-06-13,Bhakra,2.608,-0.5704958989269995,0.0,0.0,0.0,42223.3799307425,1.090378702628739,,cwc,0.011637721203353824
2015-06-14,Bhakra,2.599,-0.5717231255280104,0.0,0.0,0.0,41550.46946283561,1.978839856760368,,cwc,0.026682436485610417
2015-06-15,Bhakra,2.601,-0.56797929665355,0.0,0.0,0.0,40438.35891330751,0.0318171392217633,,cwc,0.014036110190486006
2015-06-16,Bhakra,2.597,-0.5655031298307587,0.0,0.0,0.0,39826.16126961474,0.0030520554700194,,cwc,0.01731524771606363
2015-06-17,Bhakra,2.59,-0.5640188301941911,0.0,0.0,0.0,41857.02187021464,0.9314654334691036,,cwc,0.018817459931962155
2015-06-18,Bhakra,2.606786113813808,-0.5591812037718468,0.0,0.0,0.0,42777.46276083105,1.2710716952993597,,model,
2015-06-19,Bhakra,2.567,-0.5643156967131423,0.0,0.0,0.0,50264.81719585487,6.7228952962537925,,cwc,0.058824155801721734
2015-06-20,Bhakra,2.6,-0.5562563728737747,0.0,0.0,0.0,48377.636805014736,1.726285477036816,,cwc,0.004356420249499227
2015-06-21,Bhakra,2.636,-0.5378388521499388,0.0,0.0,0.0,46466.34144542686,1.2074065954120414,,cwc,-0.0032607091447696135
2015-06-22,Bhakra,2.654,-0.5269584678912044,0.0,0.0,0.0,47312.59065298046,2.3164933476491623,,cwc,0.010063162368142198
2015-06-23,Bhakra,2.67,-0.5235654938689805,0.0,0.0,0.0,45966.964632815216,2.3673278711984325,,cwc,0.014133574984782626
2015-06-24,Bhakra,2.674,-0.5230850731098715,0.0,0.0,0.0,57295.67640096557,13.69608049580211,,cwc,0.022841399270392415
2015-06-25,Bhakra,2.695,-0.5261003570789082,0.0,0.0,0.0,80554.34057858051,26.03175196676708,,cwc,0.033557948444919994
2015-06-26,Bhakra,2.723,-0.5325028679035182,0.0,0.0,0.0,66810.66052366399,1.1278169411699457,,cwc,0.08346202744400433
2015-06-27,Bhakra,2.737,-0.5363466379565957,0.0,0.0,0.0,49411.37529659154,0.2192779452529812,,cwc,0.06383707591579846
2015-06-28,Bhakra,2.732,-0.5382289288750232,0.0,0.0,0.0,45555.18127572938,1.8907412100842147,,cwc,0.040268410169214786
2015-06-29,Bhakra,2.726,-0.5403744121466257,0.0,0.0,0.0,41035.31447774287,2.5493299545711867,,cwc,0.031833940178882525
2015-06-30,Bhakra,2.723,-0.5406156665015897,0.0,0.0,0.0,52808.931265552936,10.810795470066903,,cwc,0.017775744601790322
2015-07-01,Bhakra,2.723,-0.5419524215601064,0.0,0.0,0.0,51302.10869102144,6.168309090208632,,cwc,0.04358078751750938
2015-07-02,Bhakra,2.731,-0.541078901368167,0.0,0.0,0.0,46662.721103950505,1.1910580256829213,,cwc,0.031894232255179844
2015-07-03,Bhakra,2.75,-0.5362993370015776,0.0,0.0,0.0,42545.17191296518,0.0279207788251964,,cwc,0.009543620038328982
2015-07-04,Bhakra,2.767,-0.5306520814582475,0.0,0.0,0.0,41647.282755466134,1.3829211726226498,,cwc,0.0014697248800703555
2015-07-05,Bhakra,2.797,-0.5181797891317562,0.0,0.0,0.0,49405.54269059174,7.897526121381438,,cwc,-0.013727028775280647
2015-07-06,Bhakra,2.84498,-0.4991918135819116,0.0,0.0,0.0,50256.22121410877,2.995785845346622,,cwc,-0.01272585974199103
2015-07-07,Bhakra,2.90317,-0.47643815500016196,0.0,0.0,0.0,51065.57163480097,3.234840327456284,,cwc,-0.020854610469230206
2015-07-08,Bhakra,2.9673,-0.4580196944584734,0.0,0.0,0.0,49974.639935105006,3.882853068536455,,cwc,-0.024814473522185576
2015-07-09,Bhakra,3.024,-0.44714559699673795,0.0,0.0,0.0,61139.79709391725,15.198585190047826,,cwc,-0.020053520340525655
2015-07-10,Bhakra,3.108,-0.4395735183920526,0.0,0.0,0.0,78137.98867120978,18.85471726339159,,cwc,-0.02003711987356649
2015-07-11,Bhakra,3.191,-0.4343901688104126,0.0,0.0,0.0,84402.94497161247,16.133013807810926,,cwc,0.022550239957991103
2015-07-12,Bhakra,3.275,-0.4257939999604957,0.0,0.0,0.0,71746.96477887731,4.842390637514495,,cwc,0.036877928836488216
2015-07-13,Bhakra,3.345,-0.41942916225091764,0.0,0.0,0.0,54484.92497789745,0.6546805776394963,,cwc,0.019914117191992098
2015-07-14,Bhakra,3.586,-0.37895780474677254,0.0,0.0,0.0,46084.663219785,0.1688099442704257,,cwc,-0.19331876725137453
2015-07-15,Bhakra,3.49851,-0.38744107785974335,0.0,0.0,0.0,57409.86705312636,10.907473255001497,,cwc,0.11461935775501786
2015-07-16,Bhakra,3.586,-0.37497471073837035,0.0,0.0,0.0,71955.15267299513,17.683831465416294,,cwc,-0.03265267549797324
2015-07-17,Bhakra,3.706,-0.36393738091813976,0.0,0.0,0.0,59340.470337182174,3.141015031435685,,cwc,-0.02957653539737981
2015-07-18,Bhakra,3.791,-0.3533454255260366,0.0,0.0,0.0,59020.2788579392,8.125765953552479,,cwc,-0.02543930871504596
2015-07-19,Bhakra,3.861,-0.3456195056135316,0.0,0.0,0.0,60246.37256995868,7.717151879989019,,cwc,-0.011222681358055375
2015-07-20,Bhakra,3.923,-0.34091494941029293,0.0,0.0,0.0,53389.14542903244,3.8872799983203015,,cwc,-0.00022295046567677446
2015-07-21,Bhakra,3.99,-0.3279258545775674,0.0,0.0,0.0,51008.13035724313,4.235093634770027,,cwc,-0.021999674698941263
2015-07-22,Bhakra,4.054,-0.31631056723674766,0.0,0.0,0.0,51565.23122911608,6.501811505103005,,cwc,-0.02482500794716369
