date,district,flooded_ha,fraction
2017-08-03,Sangrur,0.0,0.0
2017-08-03,Tarn Taran,0.0,0.0
2017-08-04,Amritsar,12.33,4.6e-05
2017-08-04,Barnala,0.0,0.0
2017-08-04,Bathinda,0.0,0.0
2017-08-04,Faridkot,0.0,0.0
2017-08-04,Fatehgarh Sahib,18.51,0.000161
2017-08-04,Firozpur,0.0,0.0
2017-08-04,Gurdaspur,241.87,0.000666
2017-08-04,Hoshiarpur,7.96,2.4e-05
2017-08-04,Jalandhar,0.0,0.0
2017-08-04,Kapurthala,63.45,0.000381
2017-08-04,Ludhiana,5.9,1.6e-05
2017-08-04,Mansa,0.0,0.0
2017-08-04,Moga,16.95,7.2e-05
2017-08-04,Muktsar,0.0,0.0
2017-08-04,Nawanshahr,11.74,9e-05
2017-08-04,Patiala,58.38,0.000175
2017-08-04,Rupnagar,0.0,0.0
2017-08-04,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-04,Sangrur,45.16,0.000125
2017-08-04,Tarn Taran,9.48,4e-05
2017-08-05,Amritsar,76.3,0.000286
2017-08-05,Barnala,0.0,0.0
2017-08-05,Bathinda,0.0,0.0
2017-08-05,Faridkot,0.0,0.0
2017-08-05,Fatehgarh Sahib,0.0,0.0
2017-08-05,Firozpur,19.89,3.8e-05
2017-08-05,Gurdaspur,326.0,0.000898
2017-08-05,Hoshiarpur,13.74,4.1e-05
2017-08-05,Jalandhar,2.2,8e-06
2017-08-05,Kapurthala,258.58,0.001552
2017-08-05,Ludhiana,3.68,1e-05
2017-08-05,Mansa,33.83,0.000153
2017-08-05,Moga,2.94,1.2e-05
2017-08-05,Muktsar,5.95,2.3e-05
2017-08-05,Nawanshahr,10.28,7.9e-05
2017-08-05,Patiala,0.0,0.0
2017-08-05,Rupnagar,0.0,0.0
2017-08-05,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-05,Sangrur,3.01,8e-06
2017-08-05,Tarn Taran,417.39,0.001739
2017-08-06,Amritsar,0.0,0.0
2017-08-06,Barnala,0.0,0.0
2017-08-06,Bathinda,0.0,0.0
2017-08-06,Faridkot,0.0,0.0
2017-08-06,Fatehgarh Sahib,0.0,0.0
2017-08-06,Firozpur,0.0,0.0
2017-08-06,Gurdaspur,0.0,0.0
2017-08-06,Hoshiarpur,0.0,0.0
2017-08-06,Jalandhar,0.0,0.0
2017-08-06,Kapurthala,0.0,0.0
2017-08-06,Ludhiana,0.0,0.0
2017-08-06,Mansa,0.0,0.0
2017-08-06,Moga,0.0,0.0
2017-08-06,Muktsar,0.0,0.0
2017-08-06,Nawanshahr,0.0,0.0
2017-08-06,Patiala,0.0,0.0
2017-08-06,Rupnagar,0.0,0.0
2017-08-06,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-06,Sangrur,0.0,0.0
2017-08-06,Tarn Taran,0.0,0.0
2017-08-07,Amritsar,0.0,0.0
2017-08-07,Barnala,0.0,0.0
2017-08-07,Bathinda,0.0,0.0
2017-08-07,Faridkot,0.0,0.0
2017-08-07,Fatehgarh Sahib,0.0,0.0
2017-08-07,Firozpur,0.0,0.0
2017-08-07,Gurdaspur,0.0,0.0
2017-08-07,Hoshiarpur,0.0,0.0
2017-08-07,Jalandhar,0.0,0.0
2017-08-07,Kapurthala,0.0,0.0
2017-08-07,Ludhiana,0.0,0.0
2017-08-07,Mansa,0.0,0.0
2017-08-07,Moga,0.0,0.0
2017-08-07,Muktsar,0.0,0.0
2017-08-07,Nawanshahr,0.0,0.0
2017-08-07,Patiala,0.0,0.0
2017-08-07,Rupnagar,0.0,0.0
2017-08-07,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-07,Sangrur,0.0,0.0
2017-08-07,Tarn Taran,0.0,0.0
2017-08-08,Amritsar,0.0,0.0
2017-08-08,Barnala,0.0,0.0
2017-08-08,Bathinda,0.0,0.0
2017-08-08,Faridkot,0.0,0.0
2017-08-08,Fatehgarh Sahib,0.0,0.0
2017-08-08,Firozpur,0.0,0.0
2017-08-08,Gurdaspur,0.0,0.0
2017-08-08,Hoshiarpur,0.0,0.0
2017-08-08,Jalandhar,0.0,0.0
2017-08-08,Kapurthala,0.0,0.0
2017-08-08,Ludhiana,0.0,0.0
2017-08-08,Mansa,0.0,0.0
2017-08-08,Moga,0.0,0.0
2017-08-08,Muktsar,0.0,0.0
2017-08-08,Nawanshahr,0.0,0.0
2017-08-08,Patiala,0.0,0.0
2017-08-08,Rupnagar,0.0,0.0
2017-08-08,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-08,Sangrur,0.0,0.0
2017-08-08,Tarn Taran,0.0,0.0
2017-08-09,Amritsar,161.41,0.000605
2017-08-09,Barnala,0.74,5e-06
2017-08-09,Bathinda,0.0,0.0
2017-08-09,Faridkot,0.0,0.0
2017-08-09,Fatehgarh Sahib,0.0,0.0
2017-08-09,Firozpur,188.51,0.000361
2017-08-09,Gurdaspur,478.9,0.001319
2017-08-09,Hoshiarpur,136.02,0.000403
2017-08-09,Jalandhar,8.82,3.4e-05
2017-08-09,Kapurthala,1808.88,0.010855
2017-08-09,Ludhiana,8.09,2.2e-05
2017-08-09,Mansa,18.78,8.5e-05
2017-08-09,Moga,12.48,5.3e-05
2017-08-09,Muktsar,0.0,0.0
2017-08-09,Nawanshahr,0.0,0.0
2017-08-09,Patiala,0.0,0.0
2017-08-09,Rupnagar,0.0,0.0
2017-08-09,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-09,Sangrur,4.52,1.3e-05
2017-08-09,Tarn Taran,2902.46,0.01209
2017-08-10,Amritsar,0.0,0.0
2017-08-10,Barnala,0.0,0.0
2017-08-10,Bathinda,0.0,0.0
2017-08-10,Faridkot,0.0,0.0
2017-08-10,Fatehgarh Sahib,0.0,0.0
2017-08-10,Firozpur,1.49,3e-06
2017-08-10,Gurdaspur,0.0,0.0
2017-08-10,Hoshiarpur,0.0,0.0
2017-08-10,Jalandhar,0.0,0.0
2017-08-10,Kapurthala,0.0,0.0
2017-08-10,Ludhiana,0.0,0.0
2017-08-10,Mansa,0.0,0.0
2017-08-10,Moga,0.0,0.0
2017-08-10,Muktsar,0.0,0.0
2017-08-10,Nawanshahr,0.0,0.0
2017-08-10,Patiala,0.0,0.0
2017-08-10,Rupnagar,0.0,0.0
2017-08-10,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-10,Sangrur,0.0,0.0
2017-08-10,Tarn Taran,0.0,0.0
2017-08-11,Amritsar,0.0,0.0
2017-08-11,Barnala,0.0,0.0
2017-08-11,Bathinda,0.0,0.0
2017-08-11,Faridkot,0.0,0.0
2017-08-11,Fatehgarh Sahib,0.0,0.0
2017-08-11,Firozpur,0.0,0.0
2017-08-11,Gurdaspur,0.0,0.0
2017-08-11,Hoshiarpur,0.0,0.0
2017-08-11,Jalandhar,0.0,0.0
2017-08-11,Kapurthala,0.0,0.0
2017-08-11,Ludhiana,0.0,0.0
2017-08-11,Mansa,0.0,0.0
2017-08-11,Moga,0.0,0.0
2017-08-11,Muktsar,0.0,0.0
2017-08-11,Nawanshahr,0.0,0.0
2017-08-11,Patiala,0.0,0.0
2017-08-11,Rupnagar,0.0,0.0
2017-08-11,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-11,Sangrur,0.0,0.0
2017-08-11,Tarn Taran,0.0,0.0
2017-08-12,Amritsar,0.0,0.0
2017-08-12,Barnala,0.0,0.0
2017-08-12,Bathinda,0.0,0.0
2017-08-12,Faridkot,0.0,0.0
2017-08-12,Fatehgarh Sahib,0.0,0.0
2017-08-12,Firozpur,0.0,0.0
2017-08-12,Gurdaspur,0.0,0.0
2017-08-12,Hoshiarpur,0.0,0.0
2017-08-12,Jalandhar,0.0,0.0
2017-08-12,Kapurthala,0.0,0.0
2017-08-12,Ludhiana,41.9,0.000117
2017-08-12,Mansa,0.0,0.0
2017-08-12,Moga,0.0,0.0
2017-08-12,Muktsar,0.0,0.0
2017-08-12,Nawanshahr,0.0,0.0
2017-08-12,Patiala,0.0,0.0
2017-08-12,Rupnagar,0.0,0.0
2017-08-12,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-12,Sangrur,3.76,1e-05
2017-08-12,Tarn Taran,0.0,0.0
2017-08-13,Amritsar,0.0,0.0
2017-08-13,Barnala,0.0,0.0
2017-08-13,Bathinda,0.0,0.0
2017-08-13,Faridkot,0.0,0.0
2017-08-13,Fatehgarh Sahib,0.0,0.0
2017-08-13,Firozpur,0.0,0.0
2017-08-13,Gurdaspur,0.0,0.0
2017-08-13,Hoshiarpur,0.0,0.0
2017-08-13,Jalandhar,0.0,0.0
2017-08-13,Kapurthala,0.0,0.0
2017-08-13,Ludhiana,0.0,0.0
2017-08-13,Mansa,0.0,0.0
2017-08-13,Moga,0.0,0.0
2017-08-13,Muktsar,0.0,0.0
2017-08-13,Nawanshahr,0.0,0.0
2017-08-13,Patiala,0.0,0.0
2017-08-13,Rupnagar,0.0,0.0
2017-08-13,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-13,Sangrur,0.0,0.0
2017-08-13,Tarn Taran,0.0,0.0
2017-08-14,Amritsar,0.0,0.0
2017-08-14,Barnala,0.0,0.0
2017-08-14,Bathinda,0.0,0.0
2017-08-14,Faridkot,0.0,0.0
2017-08-14,Fatehgarh Sahib,0.0,0.0
2017-08-14,Firozpur,0.0,0.0
2017-08-14,Gurdaspur,0.0,0.0
2017-08-14,Hoshiarpur,0.0,0.0
2017-08-14,Jalandhar,0.0,0.0
2017-08-14,Kapurthala,0.0,0.0
2017-08-14,Ludhiana,0.0,0.0
2017-08-14,Mansa,0.0,0.0
2017-08-14,Moga,0.0,0.0
2017-08-14,Muktsar,0.0,0.0
2017-08-14,Nawanshahr,0.0,0.0
2017-08-14,Patiala,0.0,0.0
2017-08-14,Rupnagar,0.0,0.0
2017-08-14,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-14,Sangrur,0.0,0.0
2017-08-14,Tarn Taran,0.0,0.0
2017-08-15,Amritsar,0.0,0.0
2017-08-15,Barnala,0.0,0.0
2017-08-15,Bathinda,0.0,0.0
2017-08-15,Faridkot,0.0,0.0
2017-08-15,Fatehgarh Sahib,0.0,0.0
2017-08-15,Firozpur,0.0,0.0
2017-08-15,Gurdaspur,0.0,0.0
2017-08-15,Hoshiarpur,0.0,0.0
2017-08-15,Jalandhar,0.0,0.0
2017-08-15,Kapurthala,0.0,0.0
2017-08-15,Ludhiana,0.0,0.0
2017-08-15,Mansa,0.0,0.0
2017-08-15,Moga,0.0,0.0
2017-08-15,Muktsar,0.0,0.0
2017-08-15,Nawanshahr,0.0,0.0
2017-08-15,Patiala,0.0,0.0
2017-08-15,Rupnagar,0.0,0.0
2017-08-15,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-15,Sangrur,0.0,0.0
2017-08-15,Tarn Taran,0.0,0.0
2017-08-16,Amritsar,1.45,5e-06
2017-08-16,Barnala,0.0,0.0
2017-08-16,Bathinda,0.0,0.0
2017-08-16,Faridkot,0.0,0.0
2017-08-16,Fatehgarh Sahib,0.0,0.0
2017-08-16,Firozpur,0.0,0.0
2017-08-16,Gurdaspur,22.21,6.1e-05
2017-08-16,Hoshiarpur,7.23,2.1e-05
2017-08-16,Jalandhar,0.0,0.0
2017-08-16,Kapurthala,48.12,0.000289
2017-08-16,Ludhiana,0.0,0.0
2017-08-16,Mansa,0.0,0.0
2017-08-16,Moga,0.0,0.0
2017-08-16,Muktsar,0.0,0.0
2017-08-16,Nawanshahr,0.0,0.0
2017-08-16,Patiala,3.76,1.1e-05
2017-08-16,Rupnagar,0.0,0.0
2017-08-16,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-16,Sangrur,0.0,0.0
2017-08-16,Tarn Taran,3.65,1.5e-05
2017-08-17,Amritsar,12.22,4.6e-05
2017-08-17,Barnala,0.0,0.0
2017-08-17,Bathinda,0.0,0.0
2017-08-17,Faridkot,0.0,0.0
2017-08-17,Fatehgarh Sahib,0.0,0.0
2017-08-17,Firozpur,22.11,4.2e-05
2017-08-17,Gurdaspur,29.36,8.1e-05
2017-08-17,Hoshiarpur,16.63,4.9e-05
2017-08-17,Jalandhar,1.47,6e-06
2017-08-17,Kapurthala,176.75,0.001061
2017-08-17,Ludhiana,0.0,0.0
2017-08-17,Mansa,17.28,7.8e-05
2017-08-17,Moga,3.67,1.6e-05
2017-08-17,Muktsar,0.0,0.0
2017-08-17,Nawanshahr,0.0,0.0
2017-08-17,Patiala,0.0,0.0
2017-08-17,Rupnagar,0.0,0.0
2017-08-17,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-17,Sangrur,0.0,0.0
2017-08-17,Tarn Taran,773.81,0.003223
2017-08-18,Amritsar,0.0,0.0
2017-08-18,Barnala,0.0,0.0
2017-08-18,Bathinda,0.0,0.0
2017-08-18,Faridkot,0.0,0.0
2017-08-18,Fatehgarh Sahib,0.0,0.0
2017-08-18,Firozpur,0.0,0.0
2017-08-18,Gurdaspur,0.0,0.0
2017-08-18,Hoshiarpur,0.0,0.0
2017-08-18,Jalandhar,0.0,0.0
2017-08-18,Kapurthala,0.0,0.0
2017-08-18,Ludhiana,0.0,0.0
2017-08-18,Mansa,0.0,0.0
2017-08-18,Moga,0.0,0.0
2017-08-18,Muktsar,0.0,0.0
2017-08-18,Nawanshahr,0.0,0.0
2017-08-18,Patiala,0.0,0.0
2017-08-18,Rupnagar,0.0,0.0
2017-08-18,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-18,Sangrur,0.0,0.0
2017-08-18,Tarn Taran,0.0,0.0
2017-08-19,Amritsar,0.0,0.0
2017-08-19,Barnala,0.0,0.0
2017-08-19,Bathinda,0.0,0.0
2017-08-19,Faridkot,0.0,0.0
2017-08-19,Fatehgarh Sahib,0.0,0.0
2017-08-19,Firozpur,0.0,0.0
2017-08-19,Gurdaspur,0.0,0.0
2017-08-19,Hoshiarpur,0.0,0.0
2017-08-19,Jalandhar,0.0,0.0
2017-08-19,Kapurthala,0.0,0.0
2017-08-19,Ludhiana,0.0,0.0
2017-08-19,Mansa,0.0,0.0
2017-08-19,Moga,0.0,0.0
2017-08-19,Muktsar,0.0,0.0
2017-08-19,Nawanshahr,0.0,0.0
2017-08-19,Patiala,0.0,0.0
2017-08-19,Rupnagar,0.0,0.0
2017-08-19,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-19,Sangrur,0.0,0.0
2017-08-19,Tarn Taran,0.0,0.0
2017-08-20,Amritsar,0.0,0.0
2017-08-20,Barnala,0.0,0.0
2017-08-20,Bathinda,0.0,0.0
2017-08-20,Faridkot,0.0,0.0
2017-08-20,Fatehgarh Sahib,0.0,0.0
2017-08-20,Firozpur,0.0,0.0
2017-08-20,Gurdaspur,0.0,0.0
2017-08-20,Hoshiarpur,0.0,0.0
2017-08-20,Jalandhar,0.0,0.0
2017-08-20,Kapurthala,0.0,0.0
2017-08-20,Ludhiana,0.0,0.0
2017-08-20,Mansa,0.0,0.0
2017-08-20,Moga,0.0,0.0
2017-08-20,Muktsar,0.0,0.0
2017-08-20,Nawanshahr,0.0,0.0
2017-08-20,Patiala,0.0,0.0
2017-08-20,Rupnagar,0.0,0.0
2017-08-20,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-20,Sangrur,0.0,0.0
2017-08-20,Tarn Taran,0.0,0.0
2017-08-21,Amritsar,3.63,1.4e-05
2017-08-21,Barnala,0.0,0.0
2017-08-21,Bathinda,0.0,0.0
2017-08-21,Faridkot,0.0,0.0
2017-08-21,Fatehgarh Sahib,0.0,0.0
2017-08-21,Firozpur,18.55,3.6e-05
2017-08-21,Gurdaspur,44.47,0.000123
2017-08-21,Hoshiarpur,11.57,3.4e-05
2017-08-21,Jalandhar,241.8,0.000925
2017-08-21,Kapurthala,668.8,0.004013
2017-08-21,Ludhiana,0.0,0.0
2017-08-21,Mansa,9.02,4.1e-05
2017-08-21,Moga,8.81,3.7e-05
2017-08-21,Muktsar,0.0,0.0
2017-08-21,Nawanshahr,0.0,0.0
2017-08-21,Patiala,0.0,0.0
2017-08-21,Rupnagar,0.0,0.0
2017-08-21,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-21,Sangrur,0.0,0.0
2017-08-21,Tarn Taran,911.86,0.003798
2017-08-22,Amritsar,0.0,0.0
2017-08-22,Barnala,0.0,0.0
2017-08-22,Bathinda,0.0,0.0
2017-08-22,Faridkot,0.0,0.0
2017-08-22,Fatehgarh Sahib,0.0,0.0
2017-08-22,Firozpur,0.0,0.0
2017-08-22,Gurdaspur,0.0,0.0
2017-08-22,Hoshiarpur,0.0,0.0
2017-08-22,Jalandhar,0.0,0.0
2017-08-22,Kapurthala,0.0,0.0
2017-08-22,Ludhiana,0.0,0.0
2017-08-22,Mansa,0.0,0.0
2017-08-22,Moga,0.0,0.0
2017-08-22,Muktsar,0.0,0.0
2017-08-22,Nawanshahr,0.0,0.0
2017-08-22,Patiala,0.0,0.0
2017-08-22,Rupnagar,0.0,0.0
2017-08-22,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-22,Sangrur,0.0,0.0
2017-08-22,Tarn Taran,0.0,0.0
2017-08-23,Amritsar,0.0,0.0
2017-08-23,Barnala,0.0,0.0
2017-08-23,Bathinda,0.0,0.0
2017-08-23,Faridkot,0.0,0.0
2017-08-23,Fatehgarh Sahib,0.0,0.0
2017-08-23,Firozpur,0.0,0.0
2017-08-23,Gurdaspur,0.0,0.0
2017-08-23,Hoshiarpur,0.0,0.0
2017-08-23,Jalandhar,0.0,0.0
2017-08-23,Kapurthala,0.0,0.0
2017-08-23,Ludhiana,0.0,0.0
2017-08-23,Mansa,0.0,0.0
2017-08-23,Moga,0.0,0.0
2017-08-23,Muktsar,0.0,0.0
2017-08-23,Nawanshahr,0.0,0.0
2017-08-23,Patiala,0.0,0.0
2017-08-23,Rupnagar,0.0,0.0
2017-08-23,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-23,Sangrur,0.0,0.0
2017-08-23,Tarn Taran,0.0,0.0
2017-08-24,Amritsar,0.0,0.0
2017-08-24,Barnala,0.0,0.0
2017-08-24,Bathinda,0.0,0.0
2017-08-24,Faridkot,0.0,0.0
2017-08-24,Fatehgarh Sahib,0.0,0.0
2017-08-24,Firozpur,0.0,0.0
2017-08-24,Gurdaspur,0.0,0.0
2017-08-24,Hoshiarpur,0.0,0.0
2017-08-24,Jalandhar,0.0,0.0
2017-08-24,Kapurthala,0.0,0.0
2017-08-24,Ludhiana,0.0,0.0
2017-08-24,Mansa,0.0,0.0
2017-08-24,Moga,0.0,0.0
2017-08-24,Muktsar,0.0,0.0
2017-08-24,Nawanshahr,0.0,0.0
2017-08-24,Patiala,24.8,7.4e-05
2017-08-24,Rupnagar,2.2,1.6e-05
2017-08-24,Sahibzada Ajit Singh Nagar,4.44,4e-05
2017-08-24,Sangrur,11.3,3.1e-05
2017-08-24,Tarn Taran,0.0,0.0
2017-08-25,Amritsar,0.0,0.0
2017-08-25,Barnala,0.0,0.0
2017-08-25,Bathinda,0.0,0.0
2017-08-25,Faridkot,0.0,0.0
2017-08-25,Fatehgarh Sahib,0.0,0.0
2017-08-25,Firozpur,0.0,0.0
2017-08-25,Gurdaspur,0.0,0.0
2017-08-25,Hoshiarpur,0.0,0.0
2017-08-25,Jalandhar,0.0,0.0
2017-08-25,Kapurthala,0.0,0.0
2017-08-25,Ludhiana,0.0,0.0
2017-08-25,Mansa,0.0,0.0
2017-08-25,Moga,0.0,0.0
2017-08-25,Muktsar,0.0,0.0
2017-08-25,Nawanshahr,0.0,0.0
2017-08-25,Patiala,0.0,0.0
2017-08-25,Rupnagar,0.0,0.0
2017-08-25,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-25,Sangrur,0.0,0.0
2017-08-25,Tarn Taran,0.0,0.0
2017-08-26,Amritsar,0.0,0.0
2017-08-26,Barnala,0.0,0.0
2017-08-26,Bathinda,0.0,0.0
2017-08-26,Faridkot,0.0,0.0
2017-08-26,Fatehgarh Sahib,0.0,0.0
2017-08-26,Firozpur,0.0,0.0
2017-08-26,Gurdaspur,0.0,0.0
2017-08-26,Hoshiarpur,0.0,0.0
2017-08-26,Jalandhar,0.0,0.0
2017-08-26,Kapurthala,0.0,0.0
2017-08-26,Ludhiana,0.0,0.0
2017-08-26,Mansa,0.0,0.0
2017-08-26,Moga,0.0,0.0
2017-08-26,Muktsar,0.0,0.0
2017-08-26,Nawanshahr,0.0,0.0
2017-08-26,Patiala,0.0,0.0
2017-08-26,Rupnagar,0.0,0.0
2017-08-26,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-26,Sangrur,0.0,0.0
2017-08-26,Tarn Taran,0.0,0.0
2017-08-27,Amritsar,0.0,0.0
2017-08-27,Barnala,0.0,0.0
2017-08-27,Bathinda,0.0,0.0
2017-08-27,Faridkot,0.0,0.0
2017-08-27,Fatehgarh Sahib,0.0,0.0
2017-08-27,Firozpur,0.0,0.0
2017-08-27,Gurdaspur,0.0,0.0
2017-08-27,Hoshiarpur,0.0,0.0
2017-08-27,Jalandhar,0.0,0.0
2017-08-27,Kapurthala,0.0,0.0
2017-08-27,Ludhiana,0.0,0.0
2017-08-27,Mansa,0.0,0.0
2017-08-27,Moga,0.0,0.0
2017-08-27,Muktsar,0.0,0.0
2017-08-27,Nawanshahr,0.0,0.0
2017-08-27,Patiala,0.0,0.0
2017-08-27,Rupnagar,0.0,0.0
2017-08-27,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-27,Sangrur,0.0,0.0
2017-08-27,Tarn Taran,0.0,0.0
2017-08-28,Amritsar,0.0,0.0
2017-08-28,Barnala,0.0,0.0
2017-08-28,Bathinda,0.0,0.0
2017-08-28,Faridkot,0.0,0.0
2017-08-28,Fatehgarh Sahib,0.0,0.0
2017-08-28,Firozpur,0.0,0.0
2017-08-28,Gurdaspur,0.0,0.0
2017-08-28,Hoshiarpur,0.0,0.0
2017-08-28,Jalandhar,0.0,0.0
2017-08-28,Kapurthala,0.0,0.0
2017-08-28,Ludhiana,0.0,0.0
2017-08-28,Mansa,0.0,0.0
2017-08-28,Moga,0.0,0.0
2017-08-28,Muktsar,0.0,0.0
2017-08-28,Nawanshahr,0.0,0.0
2017-08-28,Patiala,0.0,0.0
2017-08-28,Rupnagar,0.0,0.0
2017-08-28,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-28,Sangrur,0.0,0.0
2017-08-28,Tarn Taran,0.0,0.0
2017-08-29,Amritsar,2.16,8e-06
2017-08-29,Barnala,0.0,0.0
2017-08-29,Bathinda,0.0,0.0
2017-08-29,Faridkot,0.0,0.0
2017-08-29,Fatehgarh Sahib,0.0,0.0
2017-08-29,Firozpur,8.84,1.7e-05
2017-08-29,Gurdaspur,20.78,5.7e-05
2017-08-29,Hoshiarpur,15.19,4.5e-05
2017-08-29,Jalandhar,0.0,0.0
2017-08-29,Kapurthala,69.39,0.000416
2017-08-29,Ludhiana,0.0,0.0
2017-08-29,Mansa,23.29,0.000105
2017-08-29,Moga,0.0,0.0
2017-08-29,Muktsar,0.0,0.0
2017-08-29,Nawanshahr,0.0,0.0
2017-08-29,Patiala,0.0,0.0
2017-08-29,Rupnagar,0.0,0.0
2017-08-29,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-29,Sangrur,0.0,0.0
2017-08-29,Tarn Taran,572.08,0.002383
2017-08-30,Amritsar,0.0,0.0
2017-08-30,Barnala,0.0,0.0
2017-08-30,Bathinda,0.0,0.0
2017-08-30,Faridkot,0.0,0.0
2017-08-30,Fatehgarh Sahib,0.0,0.0
2017-08-30,Firozpur,0.0,0.0
2017-08-30,Gurdaspur,0.0,0.0
2017-08-30,Hoshiarpur,0.0,0.0
2017-08-30,Jalandhar,0.0,0.0
2017-08-30,Kapurthala,0.0,0.0
2017-08-30,Ludhiana,0.0,0.0
2017-08-30,Mansa,0.0,0.0
2017-08-30,Moga,0.0,0.0
2017-08-30,Muktsar,0.0,0.0
2017-08-30,Nawanshahr,0.0,0.0
2017-08-30,Patiala,0.0,0.0
2017-08-30,Rupnagar,0.0,0.0
2017-08-30,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-30,Sangrur,0.0,0.0
2017-08-30,Tarn Taran,0.0,0.0
2017-08-31,Amritsar,0.0,0.0
2017-08-31,Barnala,0.0,0.0
2017-08-31,Bathinda,0.0,0.0
2017-08-31,Faridkot,0.0,0.0
2017-08-31,Fatehgarh Sahib,0.0,0.0
2017-08-31,Firozpur,0.0,0.0
2017-08-31,Gurdaspur,0.0,0.0
2017-08-31,Hoshiarpur,0.0,0.0
2017-08-31,Jalandhar,0.0,0.0
2017-08-31,Kapurthala,0.0,0.0
2017-08-31,Ludhiana,0.0,0.0
2017-08-31,Mansa,0.0,0.0
2017-08-31,Moga,0.0,0.0
2017-08-31,Muktsar,0.0,0.0
2017-08-31,Nawanshahr,0.0,0.0
2017-08-31,Patiala,0.0,0.0
2017-08-31,Rupnagar,0.0,0.0
2017-08-31,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-08-31,Sangrur,0.0,0.0
2017-08-31,Tarn Taran,0.0,0.0
2017-09-01,Amritsar,0.0,0.0
2017-09-01,Barnala,0.0,0.0
2017-09-01,Bathinda,0.0,0.0
2017-09-01,Faridkot,0.0,0.0
2017-09-01,Fatehgarh Sahib,0.0,0.0
2017-09-01,Firozpur,0.0,0.0
2017-09-01,Gurdaspur,0.0,0.0
2017-09-01,Hoshiarpur,0.0,0.0
2017-09-01,Jalandhar,0.0,0.0
2017-09-01,Kapurthala,0.0,0.0
2017-09-01,Ludhiana,0.0,0.0
2017-09-01,Mansa,0.0,0.0
2017-09-01,Moga,0.0,0.0
2017-09-01,Muktsar,0.0,0.0
2017-09-01,Nawanshahr,0.0,0.0
2017-09-01,Patiala,0.0,0.0
2017-09-01,Rupnagar,0.0,0.0
2017-09-01,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-09-01,Sangrur,0.0,0.0
2017-09-01,Tarn Taran,0.0,0.0
2017-09-02,Amritsar,5.76,2.2e-05
2017-09-02,Barnala,0.0,0.0
2017-09-02,Bathinda,0.0,0.0
2017-09-02,Faridkot,0.0,0.0
2017-09-02,Fatehgarh Sahib,0.0,0.0
2017-09-02,Firozpur,24.44,4.7e-05
2017-09-02,Gurdaspur,45.9,0.000126
2017-09-02,Hoshiarpur,10.85,3.2e-05
2017-09-02,Jalandhar,10.28,3.9e-05
2017-09-02,Kapurthala,82.54,0.000495
2017-09-02,Ludhiana,0.0,0.0
2017-09-02,Mansa,18.78,8.5e-05
2017-09-02,Moga,0.0,0.0
2017-09-02,Muktsar,0.0,0.0
2017-09-02,Nawanshahr,0.0,0.0
2017-09-02,Patiala,0.0,0.0
2017-09-02,Rupnagar,0.0,0.0
2017-09-02,Sahibzada Ajit Singh Nagar,0.0,0.0
2017-09-02,Sangrur,0.0,0.0
2017-09-02,Tarn Taran,556.74,0.002319
2017-09-03,Amritsar,0.0,0.0
2017-09-03,Barnala,0.0,0.0
2017-09-03,Bathinda,0.0,0.0
2017-09-03,Faridkot,0.0,0.0
2017-09-03,Fatehgarh Sahib,0.0,0.0
2017-09-03,Firozpur,14.87,2.8e-05
2017-09-03,Gurdaspur,0.0,0.0
2017-09-03,Hoshiarpur,0.0,0.0
2017-09-03,Jalandhar,0.0,0.0
2017-09-03,Kapurthala,0.0,0.0
2017-09-03,Ludhiana,0.0,0.0
2017-09-03,Mansa,0.0,0.0
2017-09-03,Moga,0.0,0.0
2017-09-03,Muktsar,0.0,0.0
2017-09-03,Nawanshahr,0.0,0.0
2017-09-03,Patiala,0.0,0.0
2017-09-03,Rupnagar,0.0,0.0
