district,year,window_start,flood_event,flooded_fraction,score,ref,variant
Amritsar,2015,2015-07-25,0,0.0,0.000975,0.019285714285714285,persistence
Amritsar,2015,2015-08-04,0,0.000227,0.0,0.019285714285714285,persistence
Amritsar,2015,2015-08-14,0,0.000419,0.000227,0.019285714285714285,persistence
Amritsar,2015,2015-08-24,0,0.000113,0.000419,0.019285714285714285,persistence
Amritsar,2015,2015-09-03,0,6.5e-05,0.000113,0.019285714285714285,persistence
Amritsar,2015,2015-09-13,0,0.0,6.5e-05,0.019285714285714285,persistence
Amritsar,2015,2015-09-23,0,0.000219,0.0,0.019285714285714285,persistence
Barnala,2015,2015-07-25,0,0.0,0.00037,0.019285714285714285,persistence
Barnala,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2015,2015-08-14,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2015,2015-08-24,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-07-25,0,0.0,2.4e-05,0.019285714285714285,persistence
Bathinda,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-08-14,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-08-24,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2015,2015-07-25,0,0.0,9.2e-05,0.019285714285714285,persistence
Faridkot,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2015,2015-08-14,0,0.00036,0.0,0.019285714285714285,persistence
Faridkot,2015,2015-08-24,0,0.0,0.00036,0.019285714285714285,persistence
Faridkot,2015,2015-09-03,0,1.5e-05,0.0,0.019285714285714285,persistence
Faridkot,2015,2015-09-13,0,0.0,1.5e-05,0.019285714285714285,persistence
Faridkot,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-07-25,0,0.0,6e-06,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-08-14,0,3.2e-05,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-08-24,0,0.0,3.2e-05,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Firozpur,2015,2015-07-25,0,0.0,0.000572,0.019285714285714285,persistence
Firozpur,2015,2015-08-04,0,0.000572,0.0,0.019285714285714285,persistence
Firozpur,2015,2015-08-14,0,0.005288,0.000572,0.019285714285714285,persistence
Firozpur,2015,2015-08-24,0,3.8e-05,0.005288,0.019285714285714285,persistence
Firozpur,2015,2015-09-03,0,2.7e-05,3.8e-05,0.019285714285714285,persistence
Firozpur,2015,2015-09-13,0,0.0,2.7e-05,0.019285714285714285,persistence
Firozpur,2015,2015-09-23,0,0.000416,0.0,0.019285714285714285,persistence
Gurdaspur,2015,2015-07-25,0,0.0,0.000355,0.019285714285714285,persistence
Gurdaspur,2015,2015-08-04,0,0.000287,0.0,0.019285714285714285,persistence
Gurdaspur,2015,2015-08-14,0,0.000717,0.000287,0.019285714285714285,persistence
Gurdaspur,2015,2015-08-24,0,0.000249,0.000717,0.019285714285714285,persistence
Gurdaspur,2015,2015-09-03,0,0.000119,0.000249,0.019285714285714285,persistence
Gurdaspur,2015,2015-09-13,0,0.0,0.000119,0.019285714285714285,persistence
Gurdaspur,2015,2015-09-23,0,0.00032,0.0,0.019285714285714285,persistence
Hoshiarpur,2015,2015-07-25,0,0.0,9e-06,0.019285714285714285,persistence
Hoshiarpur,2015,2015-08-04,0,6e-06,0.0,0.019285714285714285,persistence
Hoshiarpur,2015,2015-08-14,0,0.000118,6e-06,0.019285714285714285,persistence
Hoshiarpur,2015,2015-08-24,0,1.9e-05,0.000118,0.019285714285714285,persistence
Hoshiarpur,2015,2015-09-03,0,9e-06,1.9e-05,0.019285714285714285,persistence
Hoshiarpur,2015,2015-09-13,0,0.0,9e-06,0.019285714285714285,persistence
Hoshiarpur,2015,2015-09-23,0,9e-06,0.0,0.019285714285714285,persistence
Jalandhar,2015,2015-07-25,0,0.0,0.000323,0.019285714285714285,persistence
Jalandhar,2015,2015-08-04,0,0.000401,0.0,0.019285714285714285,persistence
Jalandhar,2015,2015-08-14,0,0.000295,0.000401,0.019285714285714285,persistence
Jalandhar,2015,2015-08-24,0,4.2e-05,0.000295,0.019285714285714285,persistence
Jalandhar,2015,2015-09-03,0,5.6e-05,4.2e-05,0.019285714285714285,persistence
Jalandhar,2015,2015-09-13,0,0.0,5.6e-05,0.019285714285714285,persistence
Jalandhar,2015,2015-09-23,0,2.8e-05,0.0,0.019285714285714285,persistence
Kapurthala,2015,2015-07-25,0,0.0,0.000105,0.019285714285714285,persistence
Kapurthala,2015,2015-08-04,0,0.002333,0.0,0.019285714285714285,persistence
Kapurthala,2015,2015-08-14,0,0.009639,0.002333,0.019285714285714285,persistence
Kapurthala,2015,2015-08-24,0,0.000193,0.009639,0.019285714285714285,persistence
Kapurthala,2015,2015-09-03,0,0.000123,0.000193,0.019285714285714285,persistence
Kapurthala,2015,2015-09-13,0,0.0,0.000123,0.019285714285714285,persistence
Kapurthala,2015,2015-09-23,0,0.000316,0.0,0.019285714285714285,persistence
Ludhiana,2015,2015-07-25,0,0.0,0.000149,0.019285714285714285,persistence
Ludhiana,2015,2015-08-04,0,0.000145,0.0,0.019285714285714285,persistence
Ludhiana,2015,2015-08-14,0,7.6e-05,0.000145,0.019285714285714285,persistence
Ludhiana,2015,2015-08-24,0,0.0,7.6e-05,0.019285714285714285,persistence
Ludhiana,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Ludhiana,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Ludhiana,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Mansa,2015,2015-07-25,0,0.0,5.4e-05,0.019285714285714285,persistence
Mansa,2015,2015-08-04,0,1.7e-05,0.0,0.019285714285714285,persistence
Mansa,2015,2015-08-14,0,7.8e-05,1.7e-05,0.019285714285714285,persistence
Mansa,2015,2015-08-24,0,1.4e-05,7.8e-05,0.019285714285714285,persistence
Mansa,2015,2015-09-03,0,7.5e-05,1.4e-05,0.019285714285714285,persistence
Mansa,2015,2015-09-13,0,0.0,7.5e-05,0.019285714285714285,persistence
Mansa,2015,2015-09-23,0,3.7e-05,0.0,0.019285714285714285,persistence
Moga,2015,2015-07-25,0,0.0,0.000235,0.019285714285714285,persistence
Moga,2015,2015-08-04,0,0.000231,0.0,0.019285714285714285,persistence
Moga,2015,2015-08-14,0,0.000312,0.000231,0.019285714285714285,persistence
Moga,2015,2015-08-24,0,0.0,0.000312,0.019285714285714285,persistence
Moga,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Moga,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Moga,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2015,2015-07-25,0,0.0,0.0001,0.019285714285714285,persistence
Muktsar,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2015,2015-08-14,0,4e-05,0.0,0.019285714285714285,persistence
Muktsar,2015,2015-08-24,0,0.0,4e-05,0.019285714285714285,persistence
Muktsar,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2015,2015-09-23,0,6e-06,0.0,0.019285714285714285,persistence
Nawanshahr,2015,2015-07-25,0,0.0,7.9e-05,0.019285714285714285,persistence
Nawanshahr,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Nawanshahr,2015,2015-08-14,0,6.8e-05,0.0,0.019285714285714285,persistence
Nawanshahr,2015,2015-08-24,0,0.0,6.8e-05,0.019285714285714285,persistence
Nawanshahr,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Nawanshahr,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Nawanshahr,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Patiala,2015,2015-07-25,0,0.0,5.4e-05,0.019285714285714285,persistence
Patiala,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Patiala,2015,2015-08-14,0,2e-06,0.0,0.019285714285714285,persistence
Patiala,2015,2015-08-24,0,2e-06,2e-06,0.019285714285714285,persistence
Patiala,2015,2015-09-03,0,0.0,2e-06,0.019285714285714285,persistence
Patiala,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Patiala,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-07-25,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-08-14,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-08-24,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-07-25,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-08-04,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-08-14,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-08-24,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2015,2015-07-25,0,0.0,0.003833,0.019285714285714285,persistence
Sangrur,2015,2015-08-04,0,9.6e-05,0.0,0.019285714285714285,persistence
Sangrur,2015,2015-08-14,0,0.0,9.6e-05,0.019285714285714285,persistence
Sangrur,2015,2015-08-24,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2015,2015-09-03,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2015,2015-09-13,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2015,2015-09-23,0,0.0,0.0,0.019285714285714285,persistence
Tarn Taran,2015,2015-07-25,0,0.0,0.001148,0.019285714285714285,persistence
Tarn Taran,2015,2015-08-04,0,0.003566,0.0,0.019285714285714285,persistence
Tarn Taran,2015,2015-08-14,0,0.012,0.003566,0.019285714285714285,persistence
Tarn Taran,2015,2015-08-24,0,0.001729,0.012,0.019285714285714285,persistence
Tarn Taran,2015,2015-09-03,0,0.001503,0.001729,0.019285714285714285,persistence
Tarn Taran,2015,2015-09-13,0,0.0,0.001503,0.019285714285714285,persistence
Tarn Taran,2015,2015-09-23,0,0.002449,0.0,0.019285714285714285,persistence
Amritsar,2016,2016-07-25,0,0.000391,4.1e-05,0.019285714285714285,persistence
Amritsar,2016,2016-08-04,0,1.9e-05,0.000391,0.019285714285714285,persistence
Amritsar,2016,2016-08-14,0,4.1e-05,1.9e-05,0.019285714285714285,persistence
Amritsar,2016,2016-08-24,0,4.6e-05,4.1e-05,0.019285714285714285,persistence
Amritsar,2016,2016-09-03,0,0.0,4.6e-05,0.019285714285714285,persistence
Amritsar,2016,2016-09-13,0,5.4e-05,0.0,0.019285714285714285,persistence
Amritsar,2016,2016-09-23,0,5.1e-05,5.4e-05,0.019285714285714285,persistence
Barnala,2016,2016-07-25,0,0.00014,0.000379,0.019285714285714285,persistence
Barnala,2016,2016-08-04,0,5e-05,0.00014,0.019285714285714285,persistence
Barnala,2016,2016-08-14,0,0.0,5e-05,0.019285714285714285,persistence
Barnala,2016,2016-08-24,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2016,2016-07-25,0,8e-05,9e-06,0.019285714285714285,persistence
Bathinda,2016,2016-08-04,0,0.0,8e-05,0.019285714285714285,persistence
Bathinda,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2016,2016-08-24,0,2.2e-05,0.0,0.019285714285714285,persistence
Bathinda,2016,2016-09-03,0,0.0,2.2e-05,0.019285714285714285,persistence
Bathinda,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-07-25,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-08-04,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-08-14,0,5.1e-05,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-08-24,0,0.0,5.1e-05,0.019285714285714285,persistence
Faridkot,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-07-25,0,0.000162,0.000168,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-08-04,0,0.0,0.000162,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-08-24,0,3.2e-05,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-09-03,0,0.0,3.2e-05,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Firozpur,2016,2016-07-25,0,0.000123,5.3e-05,0.019285714285714285,persistence
Firozpur,2016,2016-08-04,0,1.3e-05,0.000123,0.019285714285714285,persistence
Firozpur,2016,2016-08-14,0,4.1e-05,1.3e-05,0.019285714285714285,persistence
Firozpur,2016,2016-08-24,0,3.1e-05,4.1e-05,0.019285714285714285,persistence
Firozpur,2016,2016-09-03,0,0.0,3.1e-05,0.019285714285714285,persistence
Firozpur,2016,2016-09-13,0,7.1e-05,0.0,0.019285714285714285,persistence
Firozpur,2016,2016-09-23,0,8e-06,7.1e-05,0.019285714285714285,persistence
Gurdaspur,2016,2016-07-25,0,0.000615,0.000429,0.019285714285714285,persistence
Gurdaspur,2016,2016-08-04,0,0.000198,0.000615,0.019285714285714285,persistence
Gurdaspur,2016,2016-08-14,0,6.9e-05,0.000198,0.019285714285714285,persistence
Gurdaspur,2016,2016-08-24,0,0.000126,6.9e-05,0.019285714285714285,persistence
Gurdaspur,2016,2016-09-03,0,0.0,0.000126,0.019285714285714285,persistence
Gurdaspur,2016,2016-09-13,0,0.000144,0.0,0.019285714285714285,persistence
Gurdaspur,2016,2016-09-23,0,0.000146,0.000144,0.019285714285714285,persistence
Hoshiarpur,2016,2016-07-25,0,4.9e-05,4.9e-05,0.019285714285714285,persistence
Hoshiarpur,2016,2016-08-04,0,5.1e-05,4.9e-05,0.019285714285714285,persistence
Hoshiarpur,2016,2016-08-14,0,2.4e-05,5.1e-05,0.019285714285714285,persistence
Hoshiarpur,2016,2016-08-24,0,3e-05,2.4e-05,0.019285714285714285,persistence
Hoshiarpur,2016,2016-09-03,0,0.0,3e-05,0.019285714285714285,persistence
Hoshiarpur,2016,2016-09-13,0,3.9e-05,0.0,0.019285714285714285,persistence
Hoshiarpur,2016,2016-09-23,0,2.8e-05,3.9e-05,0.019285714285714285,persistence
Jalandhar,2016,2016-07-25,0,7.3e-05,0.000402,0.019285714285714285,persistence
Jalandhar,2016,2016-08-04,0,0.0,7.3e-05,0.019285714285714285,persistence
Jalandhar,2016,2016-08-14,0,2.5e-05,0.0,0.019285714285714285,persistence
Jalandhar,2016,2016-08-24,0,1.7e-05,2.5e-05,0.019285714285714285,persistence
Jalandhar,2016,2016-09-03,0,0.0,1.7e-05,0.019285714285714285,persistence
Jalandhar,2016,2016-09-13,0,1.1e-05,0.0,0.019285714285714285,persistence
Jalandhar,2016,2016-09-23,0,0.0,1.1e-05,0.019285714285714285,persistence
Kapurthala,2016,2016-07-25,0,0.000144,0.007584,0.019285714285714285,persistence
Kapurthala,2016,2016-08-04,0,0.000201,0.000144,0.019285714285714285,persistence
Kapurthala,2016,2016-08-14,0,9.2e-05,0.000201,0.019285714285714285,persistence
Kapurthala,2016,2016-08-24,0,6.1e-05,9.2e-05,0.019285714285714285,persistence
Kapurthala,2016,2016-09-03,0,0.0,6.1e-05,0.019285714285714285,persistence
Kapurthala,2016,2016-09-13,0,9.6e-05,0.0,0.019285714285714285,persistence
Kapurthala,2016,2016-09-23,0,7.4e-05,9.6e-05,0.019285714285714285,persistence
Ludhiana,2016,2016-07-25,0,0.000176,0.000373,0.019285714285714285,persistence
Ludhiana,2016,2016-08-04,0,0.0,0.000176,0.019285714285714285,persistence
Ludhiana,2016,2016-08-14,0,5.3e-05,0.0,0.019285714285714285,persistence
Ludhiana,2016,2016-08-24,0,2.7e-05,5.3e-05,0.019285714285714285,persistence
Ludhiana,2016,2016-09-03,0,0.0,2.7e-05,0.019285714285714285,persistence
Ludhiana,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Ludhiana,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Mansa,2016,2016-07-25,0,0.000573,0.000872,0.019285714285714285,persistence
Mansa,2016,2016-08-04,0,7.8e-05,0.000573,0.019285714285714285,persistence
Mansa,2016,2016-08-14,0,9.8e-05,7.8e-05,0.019285714285714285,persistence
Mansa,2016,2016-08-24,0,8.5e-05,9.8e-05,0.019285714285714285,persistence
Mansa,2016,2016-09-03,0,0.0,8.5e-05,0.019285714285714285,persistence
Mansa,2016,2016-09-13,0,0.000112,0.0,0.019285714285714285,persistence
Mansa,2016,2016-09-23,0,5.8e-05,0.000112,0.019285714285714285,persistence
Moga,2016,2016-07-25,0,7.5e-05,6e-06,0.019285714285714285,persistence
Moga,2016,2016-08-04,0,0.0,7.5e-05,0.019285714285714285,persistence
Moga,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Moga,2016,2016-08-24,0,0.0,0.0,0.019285714285714285,persistence
Moga,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Moga,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Moga,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2016,2016-07-25,0,6.6e-05,0.0,0.019285714285714285,persistence
Muktsar,2016,2016-08-04,0,0.0,6.6e-05,0.019285714285714285,persistence
Muktsar,2016,2016-08-14,0,1.4e-05,0.0,0.019285714285714285,persistence
Muktsar,2016,2016-08-24,0,0.0,1.4e-05,0.019285714285714285,persistence
Muktsar,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Muktsar,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Nawanshahr,2016,2016-07-25,0,5.1e-05,0.000152,0.019285714285714285,persistence
Nawanshahr,2016,2016-08-04,0,2.2e-05,5.1e-05,0.019285714285714285,persistence
Nawanshahr,2016,2016-08-14,0,0.0,2.2e-05,0.019285714285714285,persistence
Nawanshahr,2016,2016-08-24,0,4.5e-05,0.0,0.019285714285714285,persistence
Nawanshahr,2016,2016-09-03,0,0.0,4.5e-05,0.019285714285714285,persistence
Nawanshahr,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Nawanshahr,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Patiala,2016,2016-07-25,0,0.0,0.000504,0.019285714285714285,persistence
Patiala,2016,2016-08-04,0,0.00018,0.0,0.019285714285714285,persistence
Patiala,2016,2016-08-14,0,0.0,0.00018,0.019285714285714285,persistence
Patiala,2016,2016-08-24,0,2.9e-05,0.0,0.019285714285714285,persistence
Patiala,2016,2016-09-03,0,0.0,2.9e-05,0.019285714285714285,persistence
Patiala,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Patiala,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-07-25,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-08-04,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-08-24,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Rupnagar,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-07-25,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-08-04,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-08-24,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Sahibzada Ajit Singh Nagar,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2016,2016-07-25,0,0.00019,0.000416,0.019285714285714285,persistence
Sangrur,2016,2016-08-04,0,0.0,0.00019,0.019285714285714285,persistence
Sangrur,2016,2016-08-14,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2016,2016-08-24,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2016,2016-09-03,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2016,2016-09-13,0,0.0,0.0,0.019285714285714285,persistence
Sangrur,2016,2016-09-23,0,0.0,0.0,0.019285714285714285,persistence
Tarn Taran,2016,2016-07-25,0,0.001607,0.000152,0.019285714285714285,persistence
Tarn Taran,2016,2016-08-04,0,0.0,0.001607,0.019285714285714285,persistence
Tarn Taran,2016,2016-08-14,0,0.001148,0.0,0.019285714285714285,persistence
Tarn Taran,2016,2016-08-24,0,0.001011,0.001148,0.019285714285714285,persistence
Tarn Taran,2016,2016-09-03,0,0.0,0.001011,0.019285714285714285,persistence
Tarn Taran,2016,2016-09-13,0,0.001248,0.0,0.019285714285714285,persistence
Tarn Taran,2016,2016-09-23,0,0.000736,0.001248,0.019285714285714285,persistence
Amritsar,2017,2017-07-25,0,8.4e-05,0.003118,0.019285714285714285,persistence
Amritsar,2017,2017-08-04,0,0.000835,8.4e-05,0.019285714285714285,persistence
Amritsar,2017,2017-08-14,0,6.5e-05,0.000835,0.019285714285714285,persistence
Amritsar,2017,2017-08-24,0,3e-05,6.5e-05,0.019285714285714285,persistence
Amritsar,2017,2017-09-03,0,8e-06,3e-05,0.019285714285714285,persistence
Amritsar,2017,2017-09-13,0,2.4e-05,8e-06,0.019285714285714285,persistence
Amritsar,2017,2017-09-23,0,0.0,2.4e-05,0.019285714285714285,persistence
Barnala,2017,2017-07-25,0,0.00011,0.000554,0.019285714285714285,persistence
Barnala,2017,2017-08-04,0,5e-06,0.00011,0.019285714285714285,persistence
Barnala,2017,2017-08-14,0,0.0,5e-06,0.019285714285714285,persistence
Barnala,2017,2017-08-24,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2017,2017-09-03,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2017,2017-09-13,0,0.0,0.0,0.019285714285714285,persistence
Barnala,2017,2017-09-23,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-07-25,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-08-04,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-08-14,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-08-24,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-09-03,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-09-13,0,0.0,0.0,0.019285714285714285,persistence
Bathinda,2017,2017-09-23,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-07-25,0,0.0,6.6e-05,0.019285714285714285,persistence
Faridkot,2017,2017-08-04,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-08-14,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-08-24,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-09-03,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-09-13,0,0.0,0.0,0.019285714285714285,persistence
Faridkot,2017,2017-09-23,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-07-25,0,0.0,0.00011,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-08-04,0,0.000161,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-08-14,0,0.0,0.000161,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-08-24,0,0.0,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-09-03,0,1.9e-05,0.0,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-09-13,0,0.0,1.9e-05,0.019285714285714285,persistence
Fatehgarh Sahib,2017,2017-09-23,0,0.0,0.0,0.019285714285714285,persistence
Firozpur,2017,2017-07-25,0,6.6e-05,0.000994,0.019285714285714285,persistence
Firozpur,2017,2017-08-04,0,0.000391,6.6e-05,0.019285714285714285,persistence
Firozpur,2017,2017-08-14,0,6.2e-05,0.000391,0.019285714285714285,persistence
Firozpur,2017,2017-08-24,0,5e-05,6.2e-05,0.019285714285714285,persistence
Firozpur,2017,2017-09-03,0,5.3e-05,5e-05,0.019285714285714285,persistence
Firozpur,2017,2017-09-13,0,7.3e-05,5.3e-05,0.019285714285714285,persistence
Firozpur,2017,2017-09-23,0,3.5e-05,7.3e-05,0.019285714285714285,persistence
Gurdaspur,2017,2017-07-25,0,0.000109,0.000677,0.019285714285714285,persistence
Gurdaspur,2017,2017-08-04,0,0.002078,0.000109,0.019285714285714285,persistence
Gurdaspur,2017,2017-08-14,0,0.000199,0.002078,0.019285714285714285,persistence
Gurdaspur,2017,2017-08-24,0,0.000162,0.000199,0.019285714285714285,persistence
Gurdaspur,2017,2017-09-03,0,2e-06,0.000162,0.019285714285714285,persistence
Gurdaspur,2017,2017-09-13,0,0.000103,2e-06,0.019285714285714285,persistence
Gurdaspur,2017,2017-09-23,0,5.5e-05,0.000103,0.019285714285714285,persistence
Hoshiarpur,2017,2017-07-25,0,3.6e-05,5.1e-05,0.019285714285714285,persistence
Hoshiarpur,2017,2017-08-04,0,0.000426,3.6e-05,0.019285714285714285,persistence
Hoshiarpur,2017,2017-08-14,0,6.4e-05,0.000426,0.019285714285714285,persistence
