district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Barnala,2021,2021-07-15,2021-07-25,48.145,21.532,1.766,0.925,4.39,31.756,46.435,13.269,20.018
Bathinda,2021,2021-07-15,2021-07-25,39.849,15.898,2.331,0.124,0.465,29.47,37.797,9.18,16.659
Faridkot,2021,2021-07-15,2021-07-25,59.828,17.529,0.947,0.0,0.0,54.305,59.827,8.969,17.665
Fatehgarh Sahib,2021,2021-07-15,2021-07-25,88.727,50.431,4.75,1.222,40.995,36.799,84.226,29.069,49.339
Firozpur,2021,2021-07-15,2021-07-25,39.697,15.782,9.802,0.673,2.101,31.375,37.966,8.078,17.219
Gurdaspur,2021,2021-07-15,2021-07-25,97.206,93.94,35.546,3.632,40.341,24.092,70.409,23.693,84.986
Hoshiarpur,2021,2021-07-15,2021-07-25,114.569,67.905,23.727,4.587,74.434,60.651,93.824,23.183,62.349
Jalandhar,2021,2021-07-15,2021-07-25,85.541,75.869,18.3,2.668,14.189,35.895,81.673,34.788,71.318
Kapurthala,2021,2021-07-15,2021-07-25,69.199,93.338,18.087,3.927,15.055,34.408,63.253,19.991,84.109
Ludhiana,2021,2021-07-15,2021-07-25,82.629,53.73,19.092,1.255,20.944,32.306,80.242,28.92,53.91
Mansa,2021,2021-07-15,2021-07-25,44.214,11.592,1.642,0.258,3.223,22.474,26.782,14.325,12.847
Moga,2021,2021-07-15,2021-07-25,75.116,68.783,7.763,2.622,7.471,50.981,70.331,18.646,62.316
Muktsar,2021,2021-07-15,2021-07-25,54.797,5.973,3.889,0.0,0.163,50.225,54.586,8.528,9.1
Patiala,2021,2021-07-15,2021-07-25,144.055,53.08,4.862,13.634,55.313,46.9,125.411,40.93,51.783
Rupnagar,2021,2021-07-15,2021-07-25,60.806,64.28,28.633,0.237,32.366,31.942,51.762,13.946,57.478
Sahibzada Ajit Singh Nagar,2021,2021-07-15,2021-07-25,75.9,29.321,8.186,7.285,12.29,33.19,64.645,27.451,28.497
Sangrur,2021,2021-07-15,2021-07-25,81.614,34.791,3.284,7.462,14.732,30.994,64.148,26.402,33.437
Shahid Bhagat Singh Nagar,2021,2021-07-15,2021-07-25,72.274,45.992,15.52,0.256,40.015,39.757,68.457,17.048,43.695
Tarn Taran,2021,2021-07-15,2021-07-25,60.912,68.502,22.547,2.699,8.129,32.637,57.582,21.167,62.03
Amritsar,2021,2021-07-25,2021-08-04,116.352,57.131,67.986,22.508,107.135,57.188,99.135,30.414,63.436
Barnala,2021,2021-07-25,2021-08-04,58.999,48.145,21.532,0.0,29.991,21.183,46.94,17.372,40.615
Bathinda,2021,2021-07-25,2021-08-04,58.716,39.849,15.898,0.074,32.81,29.928,53.825,21.973,35.569
Faridkot,2021,2021-07-25,2021-08-04,66.074,59.828,17.529,1.867,52.025,48.364,61.466,15.014,49.977
Fatehgarh Sahib,2021,2021-07-25,2021-08-04,74.939,88.727,50.431,1.396,64.4,35.156,68.02,28.579,74.408
Firozpur,2021,2021-07-25,2021-08-04,49.482,39.697,15.782,3.928,40.479,34.227,43.78,9.929,34.206
Gurdaspur,2021,2021-07-25,2021-08-04,167.393,97.206,93.94,24.489,147.881,62.2,137.633,61.293,93.204
Hoshiarpur,2021,2021-07-25,2021-08-04,156.849,114.569,67.905,13.639,128.645,59.653,131.033,55.783,93.576
Jalandhar,2021,2021-07-25,2021-08-04,148.032,85.541,75.869,29.057,110.999,52.166,100.806,32.015,82.368
Kapurthala,2021,2021-07-25,2021-08-04,191.021,69.199,93.338,57.418,150.125,65.341,133.029,42.824,75.849
Ludhiana,2021,2021-07-25,2021-08-04,105.752,82.629,53.73,1.999,72.858,36.885,89.577,34.265,73.643
Mansa,2021,2021-07-25,2021-08-04,86.879,44.214,11.592,0.0,45.129,39.577,75.029,30.868,40.358
Moga,2021,2021-07-25,2021-08-04,120.748,75.116,68.783,8.707,65.458,36.175,92.926,29.255,74.099
Muktsar,2021,2021-07-25,2021-08-04,56.101,54.797,5.973,0.053,35.379,35.201,55.186,20.453,43.479
Patiala,2021,2021-07-25,2021-08-04,79.203,144.055,53.08,2.956,64.055,30.69,67.694,30.437,109.756
Rupnagar,2021,2021-07-25,2021-08-04,112.679,60.806,64.28,10.992,87.969,53.002,96.181,26.878,60.422
Sahibzada Ajit Singh Nagar,2021,2021-07-25,2021-08-04,125.584,75.9,29.321,10.343,83.399,38.521,86.759,34.934,60.234
Sangrur,2021,2021-07-25,2021-08-04,86.655,81.614,34.791,0.004,56.262,37.141,76.141,21.609,67.177
Shahid Bhagat Singh Nagar,2021,2021-07-25,2021-08-04,106.981,72.274,45.992,7.898,90.251,53.09,95.328,31.646,61.86
Tarn Taran,2021,2021-07-25,2021-08-04,131.248,60.912,68.502,30.175,116.151,55.139,102.85,33.267,62.988
Amritsar,2021,2021-08-04,2021-08-14,25.159,116.352,57.131,22.378,23.693,17.069,22.378,4.186,87.642
Barnala,2021,2021-08-04,2021-08-14,10.623,58.999,48.145,9.058,9.066,5.167,9.058,3.867,53.098
Bathinda,2021,2021-08-04,2021-08-14,33.66,58.716,39.849,28.048,29.168,14.834,28.048,10.15,49.645
Faridkot,2021,2021-08-04,2021-08-14,59.353,66.074,59.828,41.3,41.67,24.75,41.3,18.39,57.761
Fatehgarh Sahib,2021,2021-08-04,2021-08-14,19.93,74.939,88.727,7.247,9.964,6.102,8.893,4.706,70.13
Firozpur,2021,2021-08-04,2021-08-14,26.069,49.482,39.697,19.57,19.776,13.496,19.57,6.412,41.398
Gurdaspur,2021,2021-08-04,2021-08-14,36.229,167.393,97.206,26.706,27.66,13.9,26.706,8.677,126.966
Hoshiarpur,2021,2021-08-04,2021-08-14,29.602,156.849,114.569,7.65,9.607,10.092,16.112,5.56,123.725
Jalandhar,2021,2021-08-04,2021-08-14,29.146,148.032,85.541,19.588,21.445,12.19,19.588,5.092,114.851
Kapurthala,2021,2021-08-04,2021-08-14,24.224,191.021,69.199,13.341,16.853,7.657,13.341,4.141,134.627
Ludhiana,2021,2021-08-04,2021-08-14,28.742,105.752,82.629,20.173,22.616,12.851,20.173,5.927,91.462
Mansa,2021,2021-08-04,2021-08-14,12.072,86.879,44.214,9.816,9.856,5.172,9.816,4.573,70.022
Moga,2021,2021-08-04,2021-08-14,36.862,120.748,75.116,33.048,33.095,21.816,33.048,8.662,101.474
Muktsar,2021,2021-08-04,2021-08-14,55.036,56.101,54.797,49.02,49.207,29.383,49.02,20.612,49.935
Patiala,2021,2021-08-04,2021-08-14,41.864,79.203,144.055,29.023,32.093,20.916,29.023,9.654,85.85
Rupnagar,2021,2021-08-04,2021-08-14,55.11,112.679,60.806,10.09,17.586,18.77,26.266,14.846,85.502
Sahibzada Ajit Singh Nagar,2021,2021-08-04,2021-08-14,46.28,125.584,75.9,10.557,15.213,15.993,20.649,11.979,102.898
Sangrur,2021,2021-08-04,2021-08-14,36.373,86.655,81.614,27.95,29.222,25.085,27.95,8.825,77.689
Shahid Bhagat Singh Nagar,2021,2021-08-04,2021-08-14,38.623,106.981,72.274,9.182,12.937,12.232,15.987,7.473,82.151
Tarn Taran,2021,2021-08-04,2021-08-14,27.614,131.248,60.912,20.942,23.622,18.331,21.011,4.208,95.754
Amritsar,2021,2021-08-14,2021-08-24,25.891,25.159,116.352,4.01,4.01,11.025,21.881,10.235,42.646
Barnala,2021,2021-08-14,2021-08-24,16.771,10.623,58.999,0.0,0.0,12.456,16.757,5.116,23.226
Bathinda,2021,2021-08-14,2021-08-24,42.502,33.66,58.716,0.0,0.0,30.106,42.502,14.167,33.072
Faridkot,2021,2021-08-14,2021-08-24,49.007,59.353,66.074,0.0,0.0,33.179,49.007,17.27,51.478
Fatehgarh Sahib,2021,2021-08-14,2021-08-24,33.405,19.93,74.939,2.703,2.871,14.337,30.158,10.441,36.79
Firozpur,2021,2021-08-14,2021-08-24,21.512,26.069,49.482,0.117,0.117,18.876,21.395,3.7,28.077
Gurdaspur,2021,2021-08-14,2021-08-24,20.553,36.229,167.393,4.363,4.363,10.426,15.398,4.67,63.272
Hoshiarpur,2021,2021-08-14,2021-08-24,36.111,29.602,156.849,16.957,16.957,11.939,17.861,7.977,62.26
Jalandhar,2021,2021-08-14,2021-08-24,32.06,29.146,148.032,4.823,4.823,15.246,24.91,10.129,54.829
Kapurthala,2021,2021-08-14,2021-08-24,44.56,24.224,191.021,8.375,8.375,29.935,36.183,8.602,60.724
Ludhiana,2021,2021-08-14,2021-08-24,28.135,28.742,105.752,1.951,1.951,14.386,22.492,6.581,46.468
Mansa,2021,2021-08-14,2021-08-24,10.324,12.072,86.879,0.0,0.0,6.651,10.324,3.943,29.99
Moga,2021,2021-08-14,2021-08-24,37.917,36.862,120.748,0.001,0.001,24.455,37.894,14.541,52.05
Muktsar,2021,2021-08-14,2021-08-24,21.735,55.036,56.101,0.0,0.0,16.073,21.735,6.669,43.421
Patiala,2021,2021-08-14,2021-08-24,52.018,41.864,79.203,2.432,3.535,24.55,48.384,17.803,50.263
Rupnagar,2021,2021-08-14,2021-08-24,70.925,55.11,112.679,28.124,28.124,19.679,39.452,11.297,68.837
Sahibzada Ajit Singh Nagar,2021,2021-08-14,2021-08-24,57.303,46.28,125.584,11.903,11.903,22.789,43.352,14.189,67.587
Sangrur,2021,2021-08-14,2021-08-24,34.229,36.373,86.655,0.003,0.293,18.602,33.742,14.859,43.603
Shahid Bhagat Singh Nagar,2021,2021-08-14,2021-08-24,40.692,38.623,106.981,12.962,12.962,11.76,24.836,7.731,55.06
Tarn Taran,2021,2021-08-14,2021-08-24,36.342,27.614,131.248,4.366,4.366,17.272,31.976,14.43,47.962
Amritsar,2021,2021-08-24,2021-09-03,27.759,25.891,25.159,0.0,0.163,23.616,27.416,5.688,37.386
Barnala,2021,2021-08-24,2021-09-03,0.205,16.771,10.623,0.198,0.198,0.198,0.198,0.026,24.435
Bathinda,2021,2021-08-24,2021-09-03,2.101,42.502,33.66,0.017,0.017,2.084,2.084,0.224,51.023
Faridkot,2021,2021-08-24,2021-09-03,3.068,49.007,59.353,0.0,0.0,1.722,2.048,1.09,65.345
Fatehgarh Sahib,2021,2021-08-24,2021-09-03,3.265,33.405,19.93,0.177,0.177,2.259,2.339,0.806,42.411
Firozpur,2021,2021-08-24,2021-09-03,7.073,21.512,26.069,2.637,3.048,3.265,3.956,1.867,30.937
Gurdaspur,2021,2021-08-24,2021-09-03,36.691,20.553,36.229,7.548,13.499,19.054,23.07,6.566,39.314
Hoshiarpur,2021,2021-08-24,2021-09-03,32.65,36.111,29.602,4.47,21.393,14.824,17.691,9.315,46.4
Jalandhar,2021,2021-08-24,2021-09-03,20.741,32.06,29.146,6.08,7.841,7.636,11.575,4.283,46.143
Kapurthala,2021,2021-08-24,2021-09-03,31.458,44.56,24.224,12.764,15.001,8.285,13.853,6.071,57.959
Ludhiana,2021,2021-08-24,2021-09-03,5.768,28.135,28.742,0.468,0.48,3.117,4.384,1.406,40.99
Mansa,2021,2021-08-24,2021-09-03,1.339,10.324,12.072,1.339,1.339,1.339,1.339,0.134,20.411
Moga,2021,2021-08-24,2021-09-03,13.458,37.917,36.862,10.798,12.434,6.798,10.895,3.986,54.713
Muktsar,2021,2021-08-24,2021-09-03,1.938,21.735,55.036,0.0,0.0,1.659,1.697,0.383,35.261
Patiala,2021,2021-08-24,2021-09-03,4.244,52.018,41.864,2.13,2.147,2.129,2.13,1.143,64.53
Rupnagar,2021,2021-08-24,2021-09-03,35.225,70.925,55.11,2.271,5.196,20.102,28.733,9.742,72.385
Sahibzada Ajit Singh Nagar,2021,2021-08-24,2021-09-03,18.074,57.303,46.28,1.17,6.163,6.821,13.466,4.853,67.098
Sangrur,2021,2021-08-24,2021-09-03,1.912,34.229,36.373,1.775,1.775,1.775,1.775,0.247,47.651
Shahid Bhagat Singh Nagar,2021,2021-08-24,2021-09-03,20.9,40.692,38.623,0.499,1.657,12.655,18.65,6.551,49.261
Tarn Taran,2021,2021-08-24,2021-09-03,30.815,36.342,27.614,7.191,8.314,16.681,22.422,6.614,49.001
Amritsar,2021,2021-09-03,2021-09-13,161.654,27.759,25.891,14.263,15.235,76.361,139.686,38.251,35.229
Barnala,2021,2021-09-03,2021-09-13,31.152,0.205,16.771,3.778,3.78,17.709,27.095,7.548,8.604
Bathinda,2021,2021-09-03,2021-09-13,62.699,2.101,42.502,35.835,35.886,26.879,35.835,16.449,19.881
Faridkot,2021,2021-09-03,2021-09-13,92.364,3.068,49.007,38.679,38.679,34.795,53.685,28.866,25.324
Fatehgarh Sahib,2021,2021-09-03,2021-09-13,39.306,3.265,33.405,17.142,17.142,16.512,22.129,10.51,17.081
Firozpur,2021,2021-09-03,2021-09-13,79.618,7.073,21.512,24.713,24.768,30.87,53.191,25.109,15.213
Gurdaspur,2021,2021-09-03,2021-09-13,125.972,36.691,20.553,7.965,8.665,36.424,81.584,33.607,39.01
Hoshiarpur,2021,2021-09-03,2021-09-13,94.134,32.65,36.111,3.757,6.595,25.388,59.997,21.856,37.152
Jalandhar,2021,2021-09-03,2021-09-13,80.458,20.741,32.06,14.048,14.764,20.44,61.068,20.433,31.185
Kapurthala,2021,2021-09-03,2021-09-13,118.296,31.458,44.56,16.188,18.861,37.002,89.198,31.77,41.268
Ludhiana,2021,2021-09-03,2021-09-13,45.459,5.768,28.135,7.203,7.913,16.483,37.193,14.808,18.811
Mansa,2021,2021-09-03,2021-09-13,39.98,1.339,10.324,22.176,24.404,13.725,22.176,8.972,7.636
Moga,2021,2021-09-03,2021-09-13,77.367,13.458,37.917,14.978,14.981,21.915,55.975,17.65,25.647
Muktsar,2021,2021-09-03,2021-09-13,91.069,1.938,21.735,56.275,56.275,49.699,56.275,20.596,14.161
Patiala,2021,2021-09-03,2021-09-13,50.506,4.244,52.018,10.978,11.044,17.534,35.929,16.076,25.09
Rupnagar,2021,2021-09-03,2021-09-13,46.015,35.225,70.925,5.658,19.386,10.762,19.831,9.092,53.275
Sahibzada Ajit Singh Nagar,2021,2021-09-03,2021-09-13,40.943,18.074,57.303,7.878,9.636,15.044,22.268,9.621,35.809
Sangrur,2021,2021-09-03,2021-09-13,44.816,1.912,34.229,6.043,6.086,20.033,35.737,14.993,17.422
Shahid Bhagat Singh Nagar,2021,2021-09-03,2021-09-13,26.879,20.9,40.692,2.244,8.255,7.211,14.019,5.219,34.261
Tarn Taran,2021,2021-09-03,2021-09-13,167.192,30.815,36.342,18.237,20.249,59.054,135.981,47.033,38.766
Amritsar,2021,2021-09-13,2021-09-23,59.731,161.654,27.759,7.953,15.656,38.889,43.68,10.82,149.111
Barnala,2021,2021-09-13,2021-09-23,17.349,31.152,0.205,12.78,13.688,12.695,12.78,4.563,29.566
Bathinda,2021,2021-09-13,2021-09-23,12.395,62.699,2.101,8.249,8.279,6.671,8.249,4.362,44.918
Faridkot,2021,2021-09-13,2021-09-23,8.66,92.364,3.068,6.18,6.18,6.18,6.18,2.764,75.661
Fatehgarh Sahib,2021,2021-09-13,2021-09-23,43.542,39.306,3.265,25.926,33.842,19.601,25.926,9.084,34.779
Firozpur,2021,2021-09-13,2021-09-23,13.97,79.618,7.073,8.669,8.881,8.242,8.669,5.096,67.646
Gurdaspur,2021,2021-09-13,2021-09-23,59.217,125.972,36.691,17.347,34.113,19.055,22.422,17.361,117.383
Hoshiarpur,2021,2021-09-13,2021-09-23,72.615,94.134,32.65,18.342,38.274,22.846,29.916,18.532,90.263
Jalandhar,2021,2021-09-13,2021-09-23,41.284,80.458,20.741,3.521,13.638,17.496,26.926,10.731,75.748
Kapurthala,2021,2021-09-13,2021-09-23,65.258,118.296,31.458,3.405,18.059,29.068,46.196,18.322,111.727
Ludhiana,2021,2021-09-13,2021-09-23,34.116,45.459,5.768,10.371,16.493,13.311,17.067,9.559,44.85
Mansa,2021,2021-09-13,2021-09-23,11.551,39.98,1.339,5.352,5.939,5.612,5.612,4.362,27.428
Moga,2021,2021-09-13,2021-09-23,20.968,77.367,13.458,1.893,2.58,17.485,18.079,3.452,70.548
Muktsar,2021,2021-09-13,2021-09-23,18.426,91.069,1.938,17.085,17.085,10.624,17.085,6.877,61.065
Patiala,2021,2021-09-13,2021-09-23,22.49,50.506,4.244,13.306,19.947,8.191,13.306,6.796,49.939
Rupnagar,2021,2021-09-13,2021-09-23,90.455,46.015,35.225,14.274,32.36,42.0,54.464,16.256,51.972
Sahibzada Ajit Singh Nagar,2021,2021-09-13,2021-09-23,61.678,40.943,18.074,24.166,44.738,18.993,24.166,15.44,44.947
Sangrur,2021,2021-09-13,2021-09-23,6.252,44.816,1.912,3.145,5.648,2.725,3.145,2.525,44.103
Shahid Bhagat Singh Nagar,2021,2021-09-13,2021-09-23,58.082,26.879,20.9,9.157,17.586,24.467,37.548,14.167,32.777
Tarn Taran,2021,2021-09-13,2021-09-23,47.346,167.192,30.815,3.939,10.941,28.007,36.247,10.217,151.487
Amritsar,2021,2021-09-23,2021-09-30,21.999,51.778,149.138,21.998,21.999,11.17,21.998,10.965,99.697
Barnala,2021,2021-09-23,2021-09-30,58.571,4.569,39.875,58.054,58.054,44.898,58.054,25.853,19.464
Bathinda,2021,2021-09-23,2021-09-30,14.258,4.146,35.062,14.258,14.258,11.085,14.258,6.338,23.056
Faridkot,2021,2021-09-23,2021-09-30,29.985,2.48,59.865,29.985,29.985,26.346,29.985,12.722,31.223
Fatehgarh Sahib,2021,2021-09-23,2021-09-30,60.281,17.616,48.09,60.281,60.281,49.006,60.281,26.367,36.588
Firozpur,2021,2021-09-23,2021-09-30,10.679,5.301,63.295,8.981,10.563,7.005,8.981,3.988,32.135
Gurdaspur,2021,2021-09-23,2021-09-30,14.511,41.87,112.655,6.11,14.503,8.393,8.401,6.612,79.817
Hoshiarpur,2021,2021-09-23,2021-09-30,48.898,54.273,87.514,48.781,48.824,33.323,48.781,22.604,80.55
Jalandhar,2021,2021-09-23,2021-09-30,107.237,37.763,68.13,103.513,107.128,53.929,103.513,51.322,60.207
Kapurthala,2021,2021-09-23,2021-09-30,123.779,61.853,100.201,116.121,123.779,58.766,116.121,57.919,92.882
Ludhiana,2021,2021-09-23,2021-09-30,96.361,23.745,47.889,92.848,92.895,55.979,92.848,44.513,40.415
Mansa,2021,2021-09-23,2021-09-30,48.68,6.199,20.199,48.68,48.68,29.182,48.68,23.372,17.645
Moga,2021,2021-09-23,2021-09-30,68.701,19.075,63.563,61.819,68.102,35.338,61.819,30.024,43.961
Muktsar,2021,2021-09-23,2021-09-30,10.196,1.341,51.879,10.196,10.196,8.025,10.196,4.513,29.53
Patiala,2021,2021-09-23,2021-09-30,76.415,9.184,49.495,76.083,76.083,63.77,76.083,32.848,29.242
Rupnagar,2021,2021-09-23,2021-09-30,74.837,76.181,39.225,73.683,73.683,41.257,73.683,35.958,86.309
Sahibzada Ajit Singh Nagar,2021,2021-09-23,2021-09-30,46.922,37.512,55.453,45.453,45.453,37.469,45.453,19.654,54.117
Sangrur,2021,2021-09-23,2021-09-30,52.405,3.107,38.882,52.221,52.221,39.134,52.221,23.506,18.696
Shahid Bhagat Singh Nagar,2021,2021-09-23,2021-09-30,74.16,48.925,26.397,74.16,74.16,38.521,74.16,36.792,56.883
Tarn Taran,2021,2021-09-23,2021-09-30,27.092,43.407,144.355,22.777,27.092,12.632,22.777,11.14,92.031
Amritsar,2022,2022-06-15,2022-06-25,57.12,1.185,2.942,21.885,30.486,17.23,27.872,14.756,2.209
Barnala,2022,2022-06-15,2022-06-25,19.291,0.0,3.527,8.564,14.808,8.243,14.808,6.444,1.906
Bathinda,2022,2022-06-15,2022-06-25,20.158,0.0,1.152,3.143,11.519,8.368,11.511,6.68,1.695
Faridkot,2022,2022-06-15,2022-06-25,50.482,0.0,5.873,6.396,21.04,29.065,29.442,16.086,1.246
Fatehgarh Sahib,2022,2022-06-15,2022-06-25,54.356,0.0,0.599,33.758,45.228,18.491,45.105,15.589,2.898
Firozpur,2022,2022-06-15,2022-06-25,35.461,0.0,2.448,3.267,17.307,17.496,18.154,13.801,0.774
Gurdaspur,2022,2022-06-15,2022-06-25,60.165,6.336,9.901,27.126,48.358,18.495,31.511,16.992,9.576
Hoshiarpur,2022,2022-06-15,2022-06-25,45.017,0.569,8.632,18.519,34.255,11.845,25.898,10.33,3.445
Jalandhar,2022,2022-06-15,2022-06-25,40.876,0.0,2.882,16.058,26.66,12.71,24.45,10.16,2.223
Kapurthala,2022,2022-06-15,2022-06-25,61.331,0.025,1.218,25.741,41.031,17.363,36.133,11.089,2.972
Ludhiana,2022,2022-06-15,2022-06-25,47.876,0.0,5.852,24.266,37.015,19.029,36.866,13.243,2.844
Mansa,2022,2022-06-15,2022-06-25,20.506,0.0,1.161,1.619,8.041,10.005,12.465,6.744,2.758
Moga,2022,2022-06-15,2022-06-25,49.167,0.0,6.896,10.121,28.934,15.679,26.932,13.84,2.583
Muktsar,2022,2022-06-15,2022-06-25,28.315,0.0,0.752,2.127,9.811,18.124,18.504,8.728,0.674
Patiala,2022,2022-06-15,2022-06-25,49.284,0.121,8.009,24.925,43.597,18.26,43.185,17.258,5.336
Rupnagar,2022,2022-06-15,2022-06-25,36.091,0.623,0.173,20.976,29.447,17.404,29.101,9.053,2.55
Sahibzada Ajit Singh Nagar,2022,2022-06-15,2022-06-25,46.665,0.448,1.514,26.623,30.513,16.034,30.314,14.888,3.367
Sangrur,2022,2022-06-15,2022-06-25,34.66,0.0,9.473,11.961,25.175,12.606,24.567,11.002,4.682
Shahid Bhagat Singh Nagar,2022,2022-06-15,2022-06-25,36.741,0.006,0.928,24.119,30.179,20.936,29.814,7.219,1.559
Tarn Taran,2022,2022-06-15,2022-06-25,58.564,0.01,2.337,18.827,29.068,17.058,29.496,14.775,1.484
Amritsar,2022,2022-06-25,2022-07-05,22.971,57.12,1.185,0.0,0.0,15.039,22.97,8.487,36.42
Barnala,2022,2022-06-25,2022-07-05,34.565,19.291,0.0,0.0,0.0,27.411,34.534,8.802,11.48
Bathinda,2022,2022-06-25,2022-07-05,30.026,20.158,0.0,0.0,0.0,27.875,30.026,4.578,13.014
Faridkot,2022,2022-06-25,2022-07-05,15.355,50.482,0.0,0.0,0.0,9.023,15.355,5.569,32.767
Fatehgarh Sahib,2022,2022-06-25,2022-07-05,89.555,54.356,0.0,0.0,0.0,62.889,83.857,21.907,29.206
Firozpur,2022,2022-06-25,2022-07-05,14.26,35.461,0.0,0.0,0.038,7.542,13.588,4.523,22.628
Gurdaspur,2022,2022-06-25,2022-07-05,37.48,60.165,6.336,0.0,9.099,10.168,24.574,8.895,37.366
Hoshiarpur,2022,2022-06-25,2022-07-05,50.698,45.017,0.569,0.215,11.386,20.633,32.927,13.123,27.374
Jalandhar,2022,2022-06-25,2022-07-05,54.207,40.876,0.0,0.0,0.767,31.83,50.699,20.089,25.329
Kapurthala,2022,2022-06-25,2022-07-05,66.753,61.331,0.025,0.0,0.224,32.117,62.974,30.98,37.144
Ludhiana,2022,2022-06-25,2022-07-05,81.936,47.876,0.0,0.0,0.444,65.281,76.096,14.393,27.529
Mansa,2022,2022-06-25,2022-07-05,17.349,20.506,0.0,0.0,0.0,14.083,17.34,3.752,14.437
Moga,2022,2022-06-25,2022-07-05,56.975,49.167,0.0,0.0,0.164,45.645,54.293,8.919,31.214
Muktsar,2022,2022-06-25,2022-07-05,16.246,28.315,0.0,0.0,0.0,14.646,16.246,2.801,18.856
Patiala,2022,2022-06-25,2022-07-05,60.692,49.284,0.121,0.0,0.0,44.88,55.792,14.054,27.763
Rupnagar,2022,2022-06-25,2022-07-05,140.185,36.091,0.623,1.77,38.377,28.837,81.086,26.713,20.201
Sahibzada Ajit Singh Nagar,2022,2022-06-25,2022-07-05,90.343,46.665,0.448,0.172,5.251,47.096,74.039,23.666,27.203
Sangrur,2022,2022-06-25,2022-07-05,31.922,34.66,0.0,0.0,0.0,30.104,31.387,3.968,21.709
Shahid Bhagat Singh Nagar,2022,2022-06-25,2022-07-05,89.817,36.741,0.006,0.441,13.065,32.619,67.299,24.48,20.306
Tarn Taran,2022,2022-06-25,2022-07-05,31.52,58.564,0.01,0.0,0.126,15.389,29.666,12.823,37.467
Amritsar,2022,2022-07-05,2022-07-15,21.737,22.971,57.12,4.18,6.898,9.695,12.413,5.547,30.785
Barnala,2022,2022-07-05,2022-07-15,36.128,34.565,19.291,3.609,7.252,28.353,31.996,6.114,29.82
Bathinda,2022,2022-07-05,2022-07-15,16.14,30.026,20.158,7.666,7.78,8.099,8.213,7.611,26.616
Faridkot,2022,2022-07-05,2022-07-15,9.093,15.355,50.482,6.474,6.474,6.38,6.474,2.412,23.235
Fatehgarh Sahib,2022,2022-07-05,2022-07-15,99.185,89.555,54.356,26.656,29.682,49.35,63.779,26.875,79.567
Firozpur,2022,2022-07-05,2022-07-15,14.232,14.26,35.461,6.497,7.059,6.232,6.794,4.226,18.889
Gurdaspur,2022,2022-07-05,2022-07-15,52.659,37.48,60.165,17.661,25.536,12.526,22.613,8.654,40.252
Hoshiarpur,2022,2022-07-05,2022-07-15,53.182,50.698,45.017,7.996,10.133,18.202,25.386,16.586,48.659
Jalandhar,2022,2022-07-05,2022-07-15,44.629,54.207,40.876,2.612,6.565,28.151,32.104,6.481,51.283
Kapurthala,2022,2022-07-05,2022-07-15,50.529,66.753,61.331,4.12,7.378,33.221,36.479,6.859,66.587
Ludhiana,2022,2022-07-05,2022-07-15,51.395,81.936,47.876,6.976,12.331,26.024,31.379,8.613,70.668
Mansa,2022,2022-07-05,2022-07-15,14.642,17.349,20.506,2.766,2.843,10.651,11.669,2.646,18.182
Moga,2022,2022-07-05,2022-07-15,23.591,56.975,49.167,4.791,6.181,9.139,10.529,5.351,53.246
Muktsar,2022,2022-07-05,2022-07-15,18.429,16.246,28.315,16.961,17.161,16.961,17.161,2.565,18.558
Patiala,2022,2022-07-05,2022-07-15,76.466,60.692,49.284,8.417,11.031,42.457,59.842,15.454,56.163
Rupnagar,2022,2022-07-05,2022-07-15,133.346,140.185,36.091,54.5,71.334,54.494,64.141,28.124,107.161
Sahibzada Ajit Singh Nagar,2022,2022-07-05,2022-07-15,112.362,90.343,46.665,41.917,44.508,42.0,61.865,38.387,78.362
Sangrur,2022,2022-07-05,2022-07-15,60.202,31.922,34.66,7.347,11.551,40.453,44.657,9.669,31.049
Shahid Bhagat Singh Nagar,2022,2022-07-05,2022-07-15,66.765,89.817,36.741,16.564,20.915,23.602,30.136,17.268,71.361
Tarn Taran,2022,2022-07-05,2022-07-15,20.24,31.52,58.564,4.537,5.581,6.96,8.096,6.251,38.177
Amritsar,2022,2022-07-15,2022-07-25,170.301,21.737,22.971,42.77,42.81,77.736,105.627,29.306,25.548
Barnala,2022,2022-07-15,2022-07-25,137.87,36.128,34.565,29.409,30.405,93.526,100.144,34.454,32.972
Bathinda,2022,2022-07-15,2022-07-25,73.017,16.14,30.026,24.428,24.75,29.156,41.75,13.035,18.556
Faridkot,2022,2022-07-15,2022-07-25,146.634,9.093,15.355,98.197,98.266,54.415,98.197,32.459,13.062
Fatehgarh Sahib,2022,2022-07-15,2022-07-25,146.298,99.185,89.555,84.711,94.955,56.339,84.711,30.909,89.843
Firozpur,2022,2022-07-15,2022-07-25,123.41,14.232,14.26,89.346,89.665,44.812,89.346,28.54,15.317
Gurdaspur,2022,2022-07-15,2022-07-25,159.76,52.659,37.48,58.828,58.949,53.145,87.279,44.268,46.302
Hoshiarpur,2022,2022-07-15,2022-07-25,137.538,53.182,50.698,50.559,54.234,45.112,79.729,35.097,56.932
Jalandhar,2022,2022-07-15,2022-07-25,140.459,44.629,54.207,26.67,30.807,67.075,95.81,30.152,48.238
Kapurthala,2022,2022-07-15,2022-07-25,200.018,50.529,66.753,48.005,50.296,87.492,129.439,39.47,57.475
