date,dam,level_value,level_unit,storage_value,storage_unit,pct_capacity,source_url
2024-07-03,Bhakra,484.69,m,2.06028,BCM,33.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-04,Bhakra,484.73,m,2.09193,BCM,33.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-05,Bhakra,485.17,m,2.13336,BCM,34.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-06,Bhakra,485.67,m,2.18026,BCM,35.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-07,Bhakra,485.99,m,2.21076,BCM,35.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-08,Bhakra,486.17,m,2.22803,BCM,35.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-09,Bhakra,486.37,m,2.24673,BCM,36.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-10,Bhakra,486.53,m,2.26227,BCM,36.32,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-11,Bhakra,486.69,m,2.27723,BCM,36.56,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-12,Bhakra,486.84,m,2.29162,BCM,36.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-13,Bhakra,486.99,m,2.30485,BCM,37.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-14,Bhakra,487.13,m,2.31867,BCM,37.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-15,Bhakra,487.11,m,2.31665,BCM,37.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-16,Bhakra,487.0,m,2.30629,BCM,37.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-17,Bhakra,486.94,m,2.30094,BCM,36.94,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-18,Bhakra,486.88,m,2.29478,BCM,36.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-19,Bhakra,486.92,m,2.2991,BCM,36.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-20,Bhakra,486.91,m,2.29766,BCM,36.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-21,Bhakra,487.06,m,2.31205,BCM,37.12,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-22,Bhakra,487.25,m,2.32989,BCM,37.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-23,Bhakra,487.57,m,2.36039,BCM,37.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-24,Bhakra,487.78,m,2.38205,BCM,38.24,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-25,Bhakra,488.1,m,2.41714,BCM,38.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-26,Bhakra,488.24,m,2.4335,BCM,39.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-27,Bhakra,488.57,m,2.4703,BCM,39.66,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-28,Bhakra,488.86,m,2.50199,BCM,40.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-29,Bhakra,489.42,m,2.56467,BCM,41.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-30,Bhakra,489.76,m,2.60249,BCM,41.78,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-07-31,Bhakra,490.0,m,2.63009,BCM,42.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-01,Bhakra,490.3,m,2.66348,BCM,42.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-02,Bhakra,490.85,m,2.72515,BCM,43.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-03,Bhakra,490.93,m,2.73401,BCM,43.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-04,Bhakra,491.15,m,2.75888,BCM,44.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-05,Bhakra,491.33,m,2.7783,BCM,44.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-06,Bhakra,491.44,m,2.7909,BCM,44.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-07,Bhakra,491.8,m,2.83077,BCM,45.45,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-08,Bhakra,492.34,m,2.89107,BCM,46.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-09,Bhakra,492.86,m,2.949,BCM,47.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-10,Bhakra,493.32,m,3.00113,BCM,48.18,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-11,Bhakra,493.79,m,2.05423,BCM,32.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-12,Bhakra,494.56,m,3.15199,BCM,50.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-13,Bhakra,494.99,m,3.20729,BCM,51.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-14,Bhakra,495.26,m,3.24196,BCM,52.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-15,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-16,Bhakra,496.05,m,3.34205,BCM,53.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-17,Bhakra,496.42,m,3.38918,BCM,54.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-18,Bhakra,496.78,m,3.43592,BCM,55.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-19,Bhakra,497.15,m,3.48265,BCM,55.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-20,Bhakra,497.48,m,3.52511,BCM,56.59,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-21,Bhakra,497.67,m,3.54964,BCM,56.99,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-22,Bhakra,497.88,m,3.57574,BCM,57.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-23,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-24,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-25,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-26,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-27,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-28,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-29,Bhakra,499.24,m,3.75,BCM,60.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-30,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-08-31,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-01,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-02,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-03,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-04,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-05,Bhakra,500.41,m,3.90761,BCM,62.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-06,Bhakra,500.62,m,3.43858,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-07,Bhakra,500.81,m,3.96582,BCM,63.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-08,Bhakra,500.99,m,3.99135,BCM,64.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-09,Bhakra,501.18,m,4.01752,BCM,64.5,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-10,Bhakra,501.37,m,4.04587,BCM,64.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-11,Bhakra,501.52,m,4.06724,BCM,65.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-12,Bhakra,501.66,m,4.086,BCM,65.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-13,Bhakra,501.75,m,4.09908,BCM,65.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-14,Bhakra,501.85,m,4.11434,BCM,66.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-15,Bhakra,501.97,m,4.13048,BCM,66.31,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-16,Bhakra,502.07,m,4.14574,BCM,66.56,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-17,Bhakra,502.14,m,4.15534,BCM,66.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-18,Bhakra,502.19,m,4.16188,BCM,66.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-19,Bhakra,502.2,m,4.16406,BCM,66.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-20,Bhakra,502.29,m,4.17628,BCM,67.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-21,Bhakra,502.33,m,4.18194,BCM,67.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-22,Bhakra,502.34,m,4.18412,BCM,67.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-23,Bhakra,502.35,m,4.185,BCM,67.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-24,Bhakra,502.36,m,4.18674,BCM,67.21,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-25,Bhakra,502.35,m,4.185,BCM,67.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-26,Bhakra,503.35,m,4.185,BCM,67.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-27,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-28,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-29,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2024-09-30,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-01,Bhakra,476.64,m,1.41856,BCM,22.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-02,Bhakra,476.62,m,1.41763,BCM,22.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-03,Bhakra,476.46,m,1.40487,BCM,22.55,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-04,Bhakra,476.14,m,1.38098,BCM,22.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-05,Bhakra,475.86,m,1.35941,BCM,21.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-06,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-07,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-08,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-09,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-10,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-11,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-12,Bhakra,473.98,m,1.239,BCM,19.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-13,Bhakra,474.37,m,1.26575,BCM,20.32,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-14,Bhakra,474.52,m,1.27475,BCM,20.46,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-15,Bhakra,474.73,m,1.28695,BCM,20.66,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-16,Bhakra,475.02,m,1.30351,BCM,20.93,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-17,Bhakra,475.09,m,1.30778,BCM,21.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-18,Bhakra,475.41,m,1.32684,BCM,21.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-19,Bhakra,475.73,m,1.34967,BCM,21.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-20,Bhakra,475.64,m,1.34295,BCM,21.56,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-21,Bhakra,475.59,m,1.33854,BCM,21.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-22,Bhakra,475.74,m,1.35014,BCM,21.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-23,Bhakra,476.09,m,1.37658,BCM,22.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-24,Bhakra,476.53,m,1.41021,BCM,22.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-25,Bhakra,477.03,m,1.44824,BCM,23.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-26,Bhakra,477.51,m,1.48489,BCM,23.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-27,Bhakra,477.81,m,1.50785,BCM,24.21,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-28,Bhakra,478.26,m,1.54217,BCM,24.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-29,Bhakra,478.8,m,1.583,BCM,25.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-06-30,Bhakra,479.62,m,1.64579,BCM,26.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-01,Bhakra,480.37,m,1.7029,BCM,27.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-02,Bhakra,481.19,m,1.76529,BCM,28.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-03,Bhakra,481.87,m,1.82231,BCM,29.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-04,Bhakra,482.39,m,1.87152,BCM,30.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-05,Bhakra,482.87,m,1.91632,BCM,30.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-06,Bhakra,483.33,m,1.96014,BCM,31.47,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-07,Bhakra,483.86,m,2.00992,BCM,32.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-08,Bhakra,484.16,m,2.03283,BCM,32.63,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-09,Bhakra,484.42,m,2.06229,BCM,33.11,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-10,Bhakra,484.75,m,2.09423,BCM,33.62,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2025-07-11,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-01,Pong,405.643,m,2.25869,BCM,36.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-02,Pong,405.664,m,2.26234,BCM,36.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-03,Pong,405.686,m,2.26599,BCM,36.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-04,Pong,405.68,m,2.26495,BCM,36.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-05,Pong,405.667,m,2.26286,BCM,36.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-06,Pong,405.683,m,2.26547,BCM,36.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-07,Pong,405.692,m,2.26703,BCM,36.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-08,Pong,405.707,m,2.26964,BCM,36.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-09,Pong,405.725,m,2.27277,BCM,36.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-10,Pong,405.744,m,2.27589,BCM,36.96,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-11,Pong,405.756,m,2.27798,BCM,37.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-12,Pong,405.771,m,2.28059,BCM,37.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-13,Pong,405.85,m,2.29414,BCM,37.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-14,Pong,405.881,m,2.29935,BCM,37.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-15,Pong,405.866,m,2.29675,BCM,37.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-16,Pong,405.805,m,2.28632,BCM,37.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-17,Pong,405.704,m,2.26911,BCM,36.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-18,Pong,405.664,m,2.26234,BCM,36.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-19,Pong,405.616,m,2.254,BCM,36.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-20,Pong,405.591,m,2.24983,BCM,36.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-21,Pong,405.689,m,2.26651,BCM,36.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-22,Pong,405.814,m,2.28788,BCM,37.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-23,Pong,405.85,m,2.29414,BCM,37.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-24,Pong,405.863,m,2.29622,BCM,37.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-25,Pong,405.908,m,2.30404,BCM,37.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-26,Pong,406.076,m,2.33271,BCM,37.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-27,Pong,406.149,m,2.34522,BCM,38.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-28,Pong,406.143,m,2.34418,BCM,38.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-29,Pong,406.146,m,2.3447,BCM,38.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-30,Pong,406.134,m,2.34261,BCM,38.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-01,Pong,406.134,m,2.34261,BCM,38.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-02,Pong,406.116,m,2.33949,BCM,38.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-03,Pong,406.015,m,2.32229,BCM,37.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-04,Pong,405.881,m,2.29935,BCM,37.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-05,Pong,405.777,m,2.28162,BCM,37.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-06,Pong,405.789,m,2.28371,BCM,37.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-07,Pong,405.975,m,2.31551,BCM,37.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-08,Pong,406.027,m,2.32437,BCM,37.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-09,Pong,406.143,m,2.34418,BCM,38.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-10,Pong,406.271,m,2.36607,BCM,38.43,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-11,Pong,407.015,m,2.49326,BCM,40.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-12,Pong,407.417,m,2.56207,BCM,41.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-13,Pong,407.844,m,2.63504,BCM,42.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-14,Pong,408.219,m,2.69916,BCM,43.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-15,Pong,408.523,m,2.75202,BCM,44.7,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-16,Pong,408.822,m,2.80551,BCM,45.57,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-17,Pong,410.072,m,3.02922,BCM,49.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-18,Pong,410.91,m,3.17935,BCM,51.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-19,Pong,411.27,m,3.24375,BCM,52.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-20,Pong,411.584,m,3.30141,BCM,53.62,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-21,Pong,411.931,m,3.36845,BCM,54.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-22,Pong,412.285,m,3.43667,BCM,55.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-23,Pong,412.699,m,3.51665,BCM,57.12,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-24,Pong,413.083,m,3.59075,BCM,58.32,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-25,Pong,413.495,m,3.67015,BCM,59.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-26,Pong,412.79,m,3.72719,BCM,60.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-27,Pong,414.257,m,3.81717,BCM,62.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-28,Pong,414.613,m,3.88751,BCM,63.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-29,Pong,415.135,m,3.99743,BCM,64.92,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-30,Pong,415.357,m,4.04435,BCM,65.69,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-31,Pong,415.644,m,4.10477,BCM,66.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-01,Pong,415.945,m,4.16841,BCM,67.7,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-02,Pong,416.381,m,4.26033,BCM,69.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-03,Pong,416.671,m,4.3214,BCM,70.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-04,Pong,416.921,m,4.37411,BCM,71.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-05,Pong,417.216,m,4.43646,BCM,72.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-06,Pong,417.536,m,4.50395,BCM,73.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-07,Pong,418.149,m,4.63957,BCM,75.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-08,Pong,418.542,m,4.72689,BCM,76.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-09,Pong,420.121,m,5.07753,BCM,82.47,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-10,Pong,420.56,m,5.17501,BCM,84.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-11,Pong,420.947,m,5.26638,BCM,85.53,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-12,Pong,420.883,m,5.25109,BCM,85.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-13,Pong,421.224,m,5.33261,BCM,86.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-14,Pong,421.252,m,5.33916,BCM,86.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-15,Pong,421.386,m,5.37118,BCM,87.24,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-16,Pong,421.563,m,5.4134,BCM,87.92,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
