date,dam,level_value,level_unit,storage_value,storage_unit,pct_capacity,source_url
2015-06-01,Bhakra,487.81,m,2.66,BCM,42.7,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-02,Bhakra,487.78,m,2.656,BCM,42.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-03,Bhakra,487.71,m,2.648,BCM,42.51,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-04,Bhakra,487.53,m,2.63,BCM,42.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-05,Bhakra,487.31,m,2.607,BCM,41.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-06,Bhakra,487.12,m,2.588,BCM,41.55,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-07,Bhakra,486.99,m,2.575,BCM,41.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-08,Bhakra,486.96,m,2.573,BCM,41.31,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-09,Bhakra,486.96,m,2.572,BCM,41.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-10,Bhakra,487.04,m,2.581,BCM,41.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-11,Bhakra,487.09,m,2.586,BCM,41.52,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-12,Bhakra,487.24,m,2.601,BCM,41.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-13,Bhakra,487.32,m,2.608,BCM,41.87,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-14,Bhakra,487.22,m,2.599,BCM,41.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-15,Bhakra,487.24,m,2.601,BCM,41.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-16,Bhakra,487.2,m,2.597,BCM,41.69,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-17,Bhakra,487.13,m,2.59,BCM,41.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-18,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-19,Bhakra,486.91,m,2.567,BCM,41.21,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-20,Bhakra,487.23,m,2.6,BCM,41.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-21,Bhakra,487.59,m,2.636,BCM,42.32,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-22,Bhakra,487.77,m,2.654,BCM,42.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-23,Bhakra,487.9,m,2.67,BCM,42.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-24,Bhakra,487.94,m,2.674,BCM,42.93,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-25,Bhakra,488.12,m,2.695,BCM,43.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-26,Bhakra,488.36,m,2.723,BCM,43.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-27,Bhakra,488.49,m,2.737,BCM,43.94,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-28,Bhakra,488.45,m,2.732,BCM,43.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-29,Bhakra,488.39,m,2.726,BCM,43.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-06-30,Bhakra,488.37,m,2.723,BCM,43.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-01,Bhakra,488.27,m,2.723,BCM,43.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-02,Bhakra,488.43,m,2.731,BCM,43.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-03,Bhakra,488.6,m,2.75,BCM,44.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-04,Bhakra,488.75,m,2.767,BCM,44.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-05,Bhakra,489.01,m,2.797,BCM,44.9,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-06,Bhakra,489.43,m,2.84498,BCM,45.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-07,Bhakra,489.94,m,2.90317,BCM,46.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-08,Bhakra,490.5,m,2.9673,BCM,47.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-09,Bhakra,491.0,m,3.024,BCM,48.55,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-10,Bhakra,491.73,m,3.108,BCM,49.9,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-11,Bhakra,492.46,m,3.191,BCM,51.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-12,Bhakra,493.2,m,3.275,BCM,52.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-13,Bhakra,493.8,m,3.345,BCM,53.7,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-14,Bhakra,495.66,m,3.586,BCM,57.57,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-15,Bhakra,494.99,m,3.49851,BCM,56.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-16,Bhakra,495.66,m,3.586,BCM,57.57,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-17,Bhakra,496.59,m,3.706,BCM,59.5,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-18,Bhakra,497.25,m,3.791,BCM,60.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-19,Bhakra,497.79,m,3.861,BCM,61.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-20,Bhakra,498.27,m,3.923,BCM,62.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-21,Bhakra,498.79,m,3.99,BCM,64.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-22,Bhakra,499.28,m,4.054,BCM,65.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-23,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-24,Bhakra,500.21,m,4.179,BCM,67.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-25,Bhakra,500.62,m,4.237,BCM,68.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-26,Bhakra,500.97,m,4.287,BCM,68.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-27,Bhakra,501.44,m,4.355,BCM,69.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-28,Bhakra,501.74,m,4.398,BCM,70.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-29,Bhakra,502.01,m,4.438,BCM,71.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-30,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-07-31,Bhakra,502.46,m,4.502,BCM,72.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-01,Bhakra,502.81,m,4.552,BCM,73.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-02,Bhakra,503.2,m,4.607,BCM,73.96,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-03,Bhakra,503.48,m,4.648,BCM,74.62,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-04,Bhakra,503.76,m,4.688,BCM,75.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-05,Bhakra,504.16,m,4.745,BCM,76.18,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-06,Bhakra,504.5,m,4.795,BCM,76.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-07,Bhakra,504.85,m,4.844,BCM,77.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-08,Bhakra,505.29,m,4.907,BCM,78.78,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-09,Bhakra,505.99,m,5.009,BCM,80.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-10,Bhakra,506.64,m,5.11,BCM,82.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-11,Bhakra,507.12,m,5.185,BCM,83.24,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-12,Bhakra,507.49,m,5.242,BCM,84.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-13,Bhakra,507.71,m,5.277,BCM,84.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-14,Bhakra,507.9,m,5.307,BCM,85.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-15,Bhakra,508.33,m,5.374,BCM,86.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-16,Bhakra,508.65,m,5.424,BCM,87.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-17,Bhakra,508.93,m,5.467,BCM,87.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-18,Bhakra,509.17,m,5.506,BCM,88.39,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-19,Bhakra,509.19,m,5.508,BCM,88.43,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-20,Bhakra,509.27,m,5.52089,BCM,88.63,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-21,Bhakra,509.41,m,5.543,BCM,88.99,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-22,Bhakra,509.67,m,5.584,BCM,89.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-23,Bhakra,509.84,m,5.61,BCM,90.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-24,Bhakra,510.05,m,5.643,BCM,90.59,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-25,Bhakra,510.16,m,5.659,BCM,90.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-26,Bhakra,510.31,m,5.683,BCM,91.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-27,Bhakra,510.46,m,5.706,BCM,91.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-28,Bhakra,510.62,m,5.732,BCM,92.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-29,Bhakra,510.77,m,5.756,BCM,92.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-30,Bhakra,510.91,m,5.777,BCM,92.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-08-31,Bhakra,511.06,m,5.8,BCM,93.11,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-01,Bhakra,511.21,m,5.823,BCM,93.48,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-02,Bhakra,511.32,m,5.841,BCM,93.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-03,Bhakra,511.42,m,5.857,BCM,94.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-04,Bhakra,511.48,m,5.865,BCM,94.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-05,Bhakra,511.52,m,5.872,BCM,94.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-06,Bhakra,511.55,m,5.877,BCM,94.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-07,Bhakra,511.55,m,5.877,BCM,94.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-08,Bhakra,511.55,m,5.877,BCM,94.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-09,Bhakra,511.52,m,5.872,BCM,94.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-10,Bhakra,511.48,m,5.865,BCM,94.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-11,Bhakra,511.42,m,5.856,BCM,94.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-12,Bhakra,511.33,m,5.843,BCM,93.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-13,Bhakra,511.3,m,5.837,BCM,93.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-14,Bhakra,511.31,m,5.839,BCM,93.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-15,Bhakra,511.32,m,5.841,BCM,93.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-16,Bhakra,511.3,m,5.838,BCM,93.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-17,Bhakra,511.27,m,5.833,BCM,93.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-18,Bhakra,511.22,m,5.825,BCM,93.51,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-19,Bhakra,511.16,m,5.815,BCM,93.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-20,Bhakra,511.06,m,5.801,BCM,93.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-21,Bhakra,511.06,m,5.801,BCM,93.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-22,Bhakra,511.22,m,5.825,BCM,93.51,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-23,Bhakra,511.31,m,5.84,BCM,93.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-24,Bhakra,511.45,m,5.862,BCM,94.11,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-25,Bhakra,511.61,m,5.886,BCM,94.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-26,Bhakra,511.72,m,5.903,BCM,94.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-27,Bhakra,511.79,m,5.914,BCM,94.94,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-28,Bhakra,511.83,m,5.92,BCM,95.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-29,Bhakra,511.8,m,5.915,BCM,94.96,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2015-09-30,Bhakra,511.74,m,5.906,BCM,94.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-01,Bhakra,478.23,m,1.75466,BCM,28.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-02,Bhakra,478.35,m,1.76481,BCM,28.33,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-03,Bhakra,478.5,m,1.77725,BCM,28.53,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-04,Bhakra,478.73,m,1.79604,BCM,28.83,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-05,Bhakra,478.94,m,1.81406,BCM,29.12,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-06,Bhakra,479.26,m,1.83996,BCM,29.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-07,Bhakra,479.44,m,1.85493,BCM,29.78,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-08,Bhakra,479.48,m,1.85874,BCM,29.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-09,Bhakra,479.46,m,1.85722,BCM,29.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-10,Bhakra,479.47,m,1.85773,BCM,29.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-11,Bhakra,479.48,m,1.859,BCM,29.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-12,Bhakra,479.48,m,1.859,BCM,29.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-13,Bhakra,479.47,m,1.85823,BCM,29.83,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-14,Bhakra,479.48,m,1.859,BCM,29.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-15,Bhakra,479.48,m,1.859,BCM,29.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-16,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-17,Bhakra,479.2,m,1.83564,BCM,29.47,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-18,Bhakra,479.12,m,1.82878,BCM,29.36,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-19,Bhakra,479.19,m,1.83463,BCM,29.45,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-20,Bhakra,479.28,m,1.84173,BCM,29.57,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-21,Bhakra,479.32,m,1.84503,BCM,29.62,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-22,Bhakra,479.41,m,1.85316,BCM,29.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-23,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-24,Bhakra,479.53,m,1.86306,BCM,29.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-25,Bhakra,479.56,m,1.8656,BCM,29.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-26,Bhakra,479.59,m,1.86763,BCM,29.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-27,Bhakra,479.62,m,1.87067,BCM,30.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-28,Bhakra,479.72,m,1.87829,BCM,30.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-29,Bhakra,479.8,m,1.88565,BCM,30.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-06-30,Bhakra,479.93,m,1.89606,BCM,30.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-01,Bhakra,479.99,m,1.90088,BCM,30.52,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-02,Bhakra,480.08,m,1.90824,BCM,30.63,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-03,Bhakra,480.32,m,1.92881,BCM,30.97,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-04,Bhakra,480.43,m,1.93795,BCM,31.11,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-05,Bhakra,480.53,m,1.94607,BCM,31.24,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-06,Bhakra,480.9,m,1.97679,BCM,31.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-07,Bhakra,481.22,m,2.00344,BCM,32.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-08,Bhakra,481.47,m,2.02401,BCM,32.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-09,Bhakra,481.53,m,2.0296,BCM,32.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-10,Bhakra,481.58,m,2.03391,BCM,32.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-11,Bhakra,481.69,m,2.0446,BCM,32.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-12,Bhakra,481.79,m,2.05467,BCM,32.99,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-13,Bhakra,481.82,m,2.05742,BCM,33.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-14,Bhakra,481.889,m,2.06444,BCM,33.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-15,Bhakra,481.98,m,2.0733,BCM,33.28,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-16,Bhakra,482.21,m,2.09712,BCM,33.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-17,Bhakra,482.5,m,2.12612,BCM,34.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-18,Bhakra,482.84,m,2.16002,BCM,34.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-19,Bhakra,483.45,m,2.22047,BCM,35.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-20,Bhakra,484.16,m,2.29192,BCM,36.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-21,Bhakra,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-22,Bhakra,484.56,m,2.33162,BCM,37.43,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-23,Bhakra,484.75,m,2.35147,BCM,37.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-24,Bhakra,484.93,m,2.36948,BCM,38.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-25,Bhakra,485.03,m,2.37956,BCM,38.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-26,Bhakra,485.11,m,2.38719,BCM,38.32,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-27,Bhakra,485.2,m,2.39604,BCM,38.47,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-28,Bhakra,485.27,m,2.40338,BCM,38.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-29,Bhakra,485.36,m,2.41223,BCM,38.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-30,Bhakra,485.46,m,2.42231,BCM,38.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-07-31,Bhakra,485.83,m,2.45956,BCM,39.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-01,Bhakra,486.3,m,2.50597,BCM,40.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-02,Bhakra,486.7,m,2.54628,BCM,40.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-03,Bhakra,487.31,m,2.60704,BCM,41.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-04,Bhakra,487.87,m,2.6662,BCM,42.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-05,Bhakra,488.29,m,2.71429,BCM,43.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-06,Bhakra,488.73,m,2.76517,BCM,44.39,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-07,Bhakra,489.6,m,2.86414,BCM,45.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-08,Bhakra,490.37,m,2.95266,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-09,Bhakra,491.39,m,3.06835,BCM,49.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-10,Bhakra,492.54,m,3.19973,BCM,51.37,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-11,Bhakra,493.37,m,3.29522,BCM,52.9,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-12,Bhakra,494.07,m,3.37942,BCM,54.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-13,Bhakra,494.83,m,3.47761,BCM,55.83,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-14,Bhakra,495.44,m,3.55648,BCM,57.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-15,Bhakra,495.89,m,3.61524,BCM,58.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-16,Bhakra,496.35,m,3.67518,BCM,59.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-17,Bhakra,496.7,m,3.71974,BCM,59.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-18,Bhakra,496.98,m,3.04538,BCM,48.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-19,Bhakra,497.34,m,3.80294,BCM,61.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-20,Bhakra,497.6,m,3.83607,BCM,61.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-21,Bhakra,497.92,m,3.87747,BCM,62.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
