x,y,district,VV_flood,VH_flood,dVV,dVH,slope,label
483647.3686490393,3507507.4483208344,Amritsar,-7.965578556060791,-13.214343070983887,0.19048701226711273,1.588087558746338,0.18393784761428833,0
465917.3686490393,3525777.4483208344,Amritsar,-6.446255683898926,-12.505653381347656,0.4876401126384735,2.92710280418396,0.4599268138408661,0
474737.3686490393,3503187.4483208344,Amritsar,-6.121153354644775,-12.503905296325684,0.623055100440979,3.67930269241333,0.2654385268688202,0
467807.3686490393,3525237.4483208344,Amritsar,-6.684047698974609,-13.448389053344727,2.058809518814087,1.0758090019226074,0.8138818740844727,0
467177.3686490393,3518127.4483208344,Amritsar,-6.358911514282227,-11.512728691101074,0.2518904209136963,5.256040573120117,0.08875898271799088,0
524777.3686490393,3502917.4483208344,Amritsar,-5.2152605056762695,-13.791095733642578,3.896933078765869,1.8226255178451538,0.05978801101446152,0
520997.3686490393,3503727.4483208344,Amritsar,-9.877754211425781,-13.98676586151123,-0.4044157862663269,1.5662357807159424,0.027406880632042885,0
468887.3686490393,3507687.4483208344,Amritsar,-6.61622953414917,-14.613752365112305,-1.3680672645568848,-0.03204730898141861,0.17169485986232758,0
506147.3686490393,3514257.4483208344,Amritsar,4.1187591552734375,-12.211941719055176,5.9743428230285645,1.5552818775177002,0.5861890912055969,0
464837.3686490393,3524967.4483208344,Amritsar,-7.188310623168945,-12.459866523742676,-0.5184535980224609,1.851768136024475,0.4129507541656494,0
481667.3686490393,3525687.4483208344,Amritsar,-7.4565300941467285,-16.573396682739258,0.5654754638671875,-0.6590824723243713,0.4158989191055298,0
464567.3686490393,3494547.4483208344,Amritsar,-7.5252814292907715,-14.50862979888916,2.0013070106506348,2.15877103805542,0.10922494530677795,0
466367.3686490393,3493017.4483208344,Amritsar,-7.560695648193359,-13.089101791381836,0.2297528237104416,3.76529598236084,0.018889592960476875,0
473927.3686490393,3502647.4483208344,Amritsar,-9.55166244506836,-14.458159446716309,-2.383906602859497,1.5482101440429688,0.2375829517841339,0
470867.3686490393,3511377.4483208344,Amritsar,-8.495786666870117,-12.37234878540039,-0.9447073340415955,3.8642172813415527,0.49222707748413086,0
525047.3686490393,3488067.4483208344,Amritsar,-5.222649097442627,-11.55051040649414,2.1193315982818604,2.2254395484924316,0.12492098659276962,0
525227.3686490393,3498237.4483208344,Amritsar,-9.355865478515625,-14.236760139465332,-1.2664982080459595,1.7825249433517456,0.17269010841846466,0
479957.3686490393,3505347.4483208344,Amritsar,-7.829102993011475,-13.727497100830078,0.7748503684997559,1.5657939910888672,0.1753164827823639,0
472217.3686490393,3513357.4483208344,Amritsar,-9.33330249786377,-14.515214920043945,-3.063567638397217,1.7765817642211914,0.11334378272294998,0
474917.3686490393,3497787.4483208344,Amritsar,-8.3419771194458,-14.708761215209961,1.836184024810791,5.4865031242370605,0.13032975792884827,0
486077.3686490393,3539007.4483208344,Amritsar,-6.8384809494018555,-13.075688362121582,0.391353040933609,-0.19098709523677826,0.5267794132232666,0
453587.3686490393,3507327.4483208344,Amritsar,-6.476256370544434,-13.822957038879395,0.7096141576766968,1.66596257686615,0.20838013291358948,0
513437.3686490393,3496167.4483208344,Amritsar,-7.630069255828857,-12.646297454833984,-0.02796504646539688,1.6588267087936401,0.08441349118947983,0
