date,district,acq_fraction,bbox_fraction,era
2016-08-31,Barnala,1.0,1.0,era_unreliable
2016-08-31,Bathinda,1.0,1.0,era_unreliable
2016-08-31,Faridkot,1.0,1.0,era_unreliable
2016-08-31,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-08-31,Firozpur,1.0,1.0,era_unreliable
2016-08-31,Gurdaspur,1.0,1.0,era_unreliable
2016-08-31,Hoshiarpur,1.0,1.0,era_unreliable
2016-08-31,Jalandhar,1.0,1.0,era_unreliable
2016-08-31,Kapurthala,1.0,1.0,era_unreliable
2016-08-31,Ludhiana,1.0,1.0,era_unreliable
2016-08-31,Mansa,1.0,1.0,era_unreliable
2016-08-31,Moga,1.0,1.0,era_unreliable
2016-08-31,Muktsar,1.0,1.0,era_unreliable
2016-08-31,Nawanshahr,1.0,1.0,era_unreliable
2016-08-31,Patiala,1.0,1.0,era_unreliable
2016-08-31,Rupnagar,1.0,1.0,era_unreliable
2016-08-31,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-08-31,Sangrur,1.0,1.0,era_unreliable
2016-08-31,Tarn Taran,1.0,1.0,era_unreliable
2016-09-01,Amritsar,1.0,1.0,era_unreliable
2016-09-01,Barnala,1.0,1.0,era_unreliable
2016-09-01,Bathinda,1.0,1.0,era_unreliable
2016-09-01,Faridkot,1.0,1.0,era_unreliable
2016-09-01,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-01,Firozpur,1.0,1.0,era_unreliable
2016-09-01,Gurdaspur,1.0,1.0,era_unreliable
2016-09-01,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-01,Jalandhar,1.0,1.0,era_unreliable
2016-09-01,Kapurthala,1.0,1.0,era_unreliable
2016-09-01,Ludhiana,1.0,1.0,era_unreliable
2016-09-01,Mansa,1.0,1.0,era_unreliable
2016-09-01,Moga,1.0,1.0,era_unreliable
2016-09-01,Muktsar,1.0,1.0,era_unreliable
2016-09-01,Nawanshahr,1.0,1.0,era_unreliable
2016-09-01,Patiala,1.0,1.0,era_unreliable
2016-09-01,Rupnagar,1.0,1.0,era_unreliable
2016-09-01,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-01,Sangrur,1.0,1.0,era_unreliable
2016-09-01,Tarn Taran,1.0,1.0,era_unreliable
2016-09-02,Amritsar,1.0,1.0,era_unreliable
2016-09-02,Barnala,1.0,1.0,era_unreliable
2016-09-02,Bathinda,1.0,1.0,era_unreliable
2016-09-02,Faridkot,1.0,1.0,era_unreliable
2016-09-02,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-02,Firozpur,1.0,1.0,era_unreliable
2016-09-02,Gurdaspur,1.0,1.0,era_unreliable
2016-09-02,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-02,Jalandhar,1.0,1.0,era_unreliable
2016-09-02,Kapurthala,1.0,1.0,era_unreliable
2016-09-02,Ludhiana,1.0,1.0,era_unreliable
2016-09-02,Mansa,1.0,1.0,era_unreliable
2016-09-02,Moga,1.0,1.0,era_unreliable
2016-09-02,Muktsar,1.0,1.0,era_unreliable
2016-09-02,Nawanshahr,1.0,1.0,era_unreliable
2016-09-02,Patiala,1.0,1.0,era_unreliable
2016-09-02,Rupnagar,1.0,1.0,era_unreliable
2016-09-02,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-02,Sangrur,1.0,1.0,era_unreliable
2016-09-02,Tarn Taran,1.0,1.0,era_unreliable
2016-09-03,Amritsar,1.0,1.0,era_unreliable
2016-09-03,Barnala,1.0,1.0,era_unreliable
2016-09-03,Bathinda,1.0,1.0,era_unreliable
2016-09-03,Faridkot,1.0,1.0,era_unreliable
2016-09-03,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-03,Firozpur,1.0,1.0,era_unreliable
2016-09-03,Gurdaspur,1.0,1.0,era_unreliable
2016-09-03,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-03,Jalandhar,1.0,1.0,era_unreliable
2016-09-03,Kapurthala,1.0,1.0,era_unreliable
2016-09-03,Ludhiana,1.0,1.0,era_unreliable
2016-09-03,Mansa,1.0,1.0,era_unreliable
2016-09-03,Moga,1.0,1.0,era_unreliable
2016-09-03,Muktsar,1.0,1.0,era_unreliable
2016-09-03,Nawanshahr,1.0,1.0,era_unreliable
2016-09-03,Patiala,1.0,1.0,era_unreliable
2016-09-03,Rupnagar,1.0,1.0,era_unreliable
2016-09-03,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-03,Sangrur,1.0,1.0,era_unreliable
2016-09-03,Tarn Taran,1.0,1.0,era_unreliable
2016-09-04,Amritsar,1.0,1.0,era_unreliable
2016-09-04,Barnala,1.0,1.0,era_unreliable
2016-09-04,Bathinda,1.0,1.0,era_unreliable
2016-09-04,Faridkot,1.0,1.0,era_unreliable
2016-09-04,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-04,Firozpur,1.0,1.0,era_unreliable
2016-09-04,Gurdaspur,1.0,1.0,era_unreliable
2016-09-04,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-04,Jalandhar,1.0,1.0,era_unreliable
2016-09-04,Kapurthala,1.0,1.0,era_unreliable
2016-09-04,Ludhiana,1.0,1.0,era_unreliable
2016-09-04,Mansa,1.0,1.0,era_unreliable
2016-09-04,Moga,1.0,1.0,era_unreliable
2016-09-04,Muktsar,1.0,1.0,era_unreliable
2016-09-04,Nawanshahr,1.0,1.0,era_unreliable
2016-09-04,Patiala,1.0,1.0,era_unreliable
2016-09-04,Rupnagar,1.0,1.0,era_unreliable
2016-09-04,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-04,Sangrur,1.0,1.0,era_unreliable
2016-09-04,Tarn Taran,1.0,1.0,era_unreliable
2016-09-05,Amritsar,1.0,1.0,era_unreliable
2016-09-05,Barnala,1.0,1.0,era_unreliable
2016-09-05,Bathinda,1.0,1.0,era_unreliable
2016-09-05,Faridkot,1.0,1.0,era_unreliable
2016-09-05,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-05,Firozpur,1.0,1.0,era_unreliable
2016-09-05,Gurdaspur,1.0,1.0,era_unreliable
2016-09-05,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-05,Jalandhar,1.0,1.0,era_unreliable
2016-09-05,Kapurthala,1.0,1.0,era_unreliable
2016-09-05,Ludhiana,1.0,1.0,era_unreliable
2016-09-05,Mansa,1.0,1.0,era_unreliable
2016-09-05,Moga,1.0,1.0,era_unreliable
2016-09-05,Muktsar,1.0,1.0,era_unreliable
2016-09-05,Nawanshahr,1.0,1.0,era_unreliable
2016-09-05,Patiala,1.0,1.0,era_unreliable
2016-09-05,Rupnagar,1.0,1.0,era_unreliable
2016-09-05,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-05,Sangrur,1.0,1.0,era_unreliable
2016-09-05,Tarn Taran,1.0,1.0,era_unreliable
2016-09-06,Amritsar,1.0,1.0,era_unreliable
2016-09-06,Barnala,1.0,1.0,era_unreliable
2016-09-06,Bathinda,1.0,1.0,era_unreliable
2016-09-06,Faridkot,1.0,1.0,era_unreliable
2016-09-06,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-06,Firozpur,1.0,1.0,era_unreliable
2016-09-06,Gurdaspur,1.0,1.0,era_unreliable
2016-09-06,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-06,Jalandhar,1.0,1.0,era_unreliable
2016-09-06,Kapurthala,1.0,1.0,era_unreliable
2016-09-06,Ludhiana,1.0,1.0,era_unreliable
2016-09-06,Mansa,1.0,1.0,era_unreliable
2016-09-06,Moga,1.0,1.0,era_unreliable
2016-09-06,Muktsar,1.0,1.0,era_unreliable
2016-09-06,Nawanshahr,1.0,1.0,era_unreliable
2016-09-06,Patiala,1.0,1.0,era_unreliable
2016-09-06,Rupnagar,1.0,1.0,era_unreliable
2016-09-06,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-06,Sangrur,1.0,1.0,era_unreliable
2016-09-06,Tarn Taran,1.0,1.0,era_unreliable
2016-09-07,Amritsar,1.0,1.0,era_unreliable
2016-09-07,Barnala,1.0,1.0,era_unreliable
2016-09-07,Bathinda,1.0,1.0,era_unreliable
2016-09-07,Faridkot,1.0,1.0,era_unreliable
2016-09-07,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-07,Firozpur,1.0,1.0,era_unreliable
2016-09-07,Gurdaspur,1.0,1.0,era_unreliable
2016-09-07,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-07,Jalandhar,1.0,1.0,era_unreliable
2016-09-07,Kapurthala,1.0,1.0,era_unreliable
2016-09-07,Ludhiana,1.0,1.0,era_unreliable
2016-09-07,Mansa,1.0,1.0,era_unreliable
2016-09-07,Moga,1.0,1.0,era_unreliable
2016-09-07,Muktsar,1.0,1.0,era_unreliable
2016-09-07,Nawanshahr,1.0,1.0,era_unreliable
2016-09-07,Patiala,1.0,1.0,era_unreliable
2016-09-07,Rupnagar,1.0,1.0,era_unreliable
2016-09-07,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-07,Sangrur,1.0,1.0,era_unreliable
2016-09-07,Tarn Taran,1.0,1.0,era_unreliable
2016-09-08,Amritsar,1.0,1.0,era_unreliable
2016-09-08,Barnala,1.0,1.0,era_unreliable
2016-09-08,Bathinda,1.0,1.0,era_unreliable
2016-09-08,Faridkot,1.0,1.0,era_unreliable
2016-09-08,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-08,Firozpur,1.0,1.0,era_unreliable
2016-09-08,Gurdaspur,1.0,1.0,era_unreliable
2016-09-08,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-08,Jalandhar,1.0,1.0,era_unreliable
2016-09-08,Kapurthala,1.0,1.0,era_unreliable
2016-09-08,Ludhiana,1.0,1.0,era_unreliable
2016-09-08,Mansa,1.0,1.0,era_unreliable
2016-09-08,Moga,1.0,1.0,era_unreliable
2016-09-08,Muktsar,1.0,1.0,era_unreliable
2016-09-08,Nawanshahr,1.0,1.0,era_unreliable
2016-09-08,Patiala,1.0,1.0,era_unreliable
2016-09-08,Rupnagar,1.0,1.0,era_unreliable
2016-09-08,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-08,Sangrur,1.0,1.0,era_unreliable
2016-09-08,Tarn Taran,1.0,1.0,era_unreliable
2016-09-09,Amritsar,1.0,1.0,era_unreliable
2016-09-09,Barnala,1.0,1.0,era_unreliable
2016-09-09,Bathinda,1.0,1.0,era_unreliable
2016-09-09,Faridkot,1.0,1.0,era_unreliable
2016-09-09,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-09,Firozpur,1.0,1.0,era_unreliable
2016-09-09,Gurdaspur,1.0,1.0,era_unreliable
2016-09-09,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-09,Jalandhar,1.0,1.0,era_unreliable
2016-09-09,Kapurthala,1.0,1.0,era_unreliable
2016-09-09,Ludhiana,1.0,1.0,era_unreliable
2016-09-09,Mansa,1.0,1.0,era_unreliable
2016-09-09,Moga,1.0,1.0,era_unreliable
2016-09-09,Muktsar,1.0,1.0,era_unreliable
2016-09-09,Nawanshahr,1.0,1.0,era_unreliable
2016-09-09,Patiala,1.0,1.0,era_unreliable
2016-09-09,Rupnagar,1.0,1.0,era_unreliable
2016-09-09,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-09,Sangrur,1.0,1.0,era_unreliable
2016-09-09,Tarn Taran,1.0,1.0,era_unreliable
2016-09-10,Amritsar,1.0,1.0,era_unreliable
2016-09-10,Barnala,1.0,1.0,era_unreliable
2016-09-10,Bathinda,1.0,1.0,era_unreliable
2016-09-10,Faridkot,1.0,1.0,era_unreliable
2016-09-10,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-10,Firozpur,1.0,1.0,era_unreliable
2016-09-10,Gurdaspur,1.0,1.0,era_unreliable
2016-09-10,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-10,Jalandhar,1.0,1.0,era_unreliable
2016-09-10,Kapurthala,1.0,1.0,era_unreliable
2016-09-10,Ludhiana,1.0,1.0,era_unreliable
2016-09-10,Mansa,1.0,1.0,era_unreliable
2016-09-10,Moga,1.0,1.0,era_unreliable
2016-09-10,Muktsar,1.0,1.0,era_unreliable
2016-09-10,Nawanshahr,1.0,1.0,era_unreliable
2016-09-10,Patiala,1.0,1.0,era_unreliable
2016-09-10,Rupnagar,1.0,1.0,era_unreliable
2016-09-10,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-10,Sangrur,1.0,1.0,era_unreliable
2016-09-10,Tarn Taran,1.0,1.0,era_unreliable
2016-09-11,Amritsar,1.0,1.0,era_unreliable
2016-09-11,Barnala,1.0,1.0,era_unreliable
2016-09-11,Bathinda,1.0,1.0,era_unreliable
2016-09-11,Faridkot,1.0,1.0,era_unreliable
2016-09-11,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-11,Firozpur,1.0,1.0,era_unreliable
2016-09-11,Gurdaspur,1.0,1.0,era_unreliable
2016-09-11,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-11,Jalandhar,1.0,1.0,era_unreliable
2016-09-11,Kapurthala,1.0,1.0,era_unreliable
2016-09-11,Ludhiana,1.0,1.0,era_unreliable
2016-09-11,Mansa,1.0,1.0,era_unreliable
2016-09-11,Moga,1.0,1.0,era_unreliable
2016-09-11,Muktsar,1.0,1.0,era_unreliable
2016-09-11,Nawanshahr,1.0,1.0,era_unreliable
2016-09-11,Patiala,1.0,1.0,era_unreliable
2016-09-11,Rupnagar,1.0,1.0,era_unreliable
2016-09-11,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-11,Sangrur,1.0,1.0,era_unreliable
2016-09-11,Tarn Taran,1.0,1.0,era_unreliable
2016-09-12,Amritsar,1.0,1.0,era_unreliable
2016-09-12,Barnala,1.0,1.0,era_unreliable
2016-09-12,Bathinda,1.0,1.0,era_unreliable
2016-09-12,Faridkot,1.0,1.0,era_unreliable
2016-09-12,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-12,Firozpur,1.0,1.0,era_unreliable
2016-09-12,Gurdaspur,1.0,1.0,era_unreliable
2016-09-12,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-12,Jalandhar,1.0,1.0,era_unreliable
2016-09-12,Kapurthala,1.0,1.0,era_unreliable
2016-09-12,Ludhiana,1.0,1.0,era_unreliable
2016-09-12,Mansa,1.0,1.0,era_unreliable
2016-09-12,Moga,1.0,1.0,era_unreliable
2016-09-12,Muktsar,1.0,1.0,era_unreliable
2016-09-12,Nawanshahr,1.0,1.0,era_unreliable
2016-09-12,Patiala,1.0,1.0,era_unreliable
2016-09-12,Rupnagar,1.0,1.0,era_unreliable
2016-09-12,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-12,Sangrur,1.0,1.0,era_unreliable
2016-09-12,Tarn Taran,1.0,1.0,era_unreliable
2016-09-13,Amritsar,1.0,1.0,era_unreliable
2016-09-13,Barnala,1.0,1.0,era_unreliable
2016-09-13,Bathinda,1.0,1.0,era_unreliable
2016-09-13,Faridkot,1.0,1.0,era_unreliable
2016-09-13,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-13,Firozpur,1.0,1.0,era_unreliable
2016-09-13,Gurdaspur,1.0,1.0,era_unreliable
2016-09-13,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-13,Jalandhar,1.0,1.0,era_unreliable
2016-09-13,Kapurthala,1.0,1.0,era_unreliable
2016-09-13,Ludhiana,1.0,1.0,era_unreliable
2016-09-13,Mansa,1.0,1.0,era_unreliable
2016-09-13,Moga,1.0,1.0,era_unreliable
2016-09-13,Muktsar,1.0,1.0,era_unreliable
2016-09-13,Nawanshahr,1.0,1.0,era_unreliable
2016-09-13,Patiala,1.0,1.0,era_unreliable
2016-09-13,Rupnagar,1.0,1.0,era_unreliable
2016-09-13,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-13,Sangrur,1.0,1.0,era_unreliable
2016-09-13,Tarn Taran,1.0,1.0,era_unreliable
2016-09-14,Amritsar,1.0,1.0,era_unreliable
2016-09-14,Barnala,1.0,1.0,era_unreliable
2016-09-14,Bathinda,1.0,1.0,era_unreliable
2016-09-14,Faridkot,1.0,1.0,era_unreliable
2016-09-14,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-14,Firozpur,1.0,1.0,era_unreliable
2016-09-14,Gurdaspur,1.0,1.0,era_unreliable
2016-09-14,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-14,Jalandhar,1.0,1.0,era_unreliable
2016-09-14,Kapurthala,1.0,1.0,era_unreliable
2016-09-14,Ludhiana,1.0,1.0,era_unreliable
2016-09-14,Mansa,1.0,1.0,era_unreliable
2016-09-14,Moga,1.0,1.0,era_unreliable
2016-09-14,Muktsar,1.0,1.0,era_unreliable
2016-09-14,Nawanshahr,1.0,1.0,era_unreliable
2016-09-14,Patiala,1.0,1.0,era_unreliable
2016-09-14,Rupnagar,1.0,1.0,era_unreliable
2016-09-14,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-14,Sangrur,1.0,1.0,era_unreliable
2016-09-14,Tarn Taran,1.0,1.0,era_unreliable
2016-09-15,Amritsar,1.0,1.0,era_unreliable
2016-09-15,Barnala,1.0,1.0,era_unreliable
2016-09-15,Bathinda,1.0,1.0,era_unreliable
2016-09-15,Faridkot,1.0,1.0,era_unreliable
2016-09-15,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-15,Firozpur,1.0,1.0,era_unreliable
2016-09-15,Gurdaspur,1.0,1.0,era_unreliable
2016-09-15,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-15,Jalandhar,1.0,1.0,era_unreliable
2016-09-15,Kapurthala,1.0,1.0,era_unreliable
2016-09-15,Ludhiana,1.0,1.0,era_unreliable
2016-09-15,Mansa,1.0,1.0,era_unreliable
2016-09-15,Moga,1.0,1.0,era_unreliable
2016-09-15,Muktsar,1.0,1.0,era_unreliable
2016-09-15,Nawanshahr,1.0,1.0,era_unreliable
2016-09-15,Patiala,1.0,1.0,era_unreliable
2016-09-15,Rupnagar,1.0,1.0,era_unreliable
2016-09-15,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-15,Sangrur,1.0,1.0,era_unreliable
2016-09-15,Tarn Taran,1.0,1.0,era_unreliable
2016-09-16,Amritsar,1.0,1.0,era_unreliable
2016-09-16,Barnala,1.0,1.0,era_unreliable
2016-09-16,Bathinda,1.0,1.0,era_unreliable
2016-09-16,Faridkot,1.0,1.0,era_unreliable
2016-09-16,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-16,Firozpur,1.0,1.0,era_unreliable
2016-09-16,Gurdaspur,1.0,1.0,era_unreliable
2016-09-16,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-16,Jalandhar,1.0,1.0,era_unreliable
2016-09-16,Kapurthala,1.0,1.0,era_unreliable
2016-09-16,Ludhiana,1.0,1.0,era_unreliable
2016-09-16,Mansa,1.0,1.0,era_unreliable
2016-09-16,Moga,1.0,1.0,era_unreliable
2016-09-16,Muktsar,1.0,1.0,era_unreliable
2016-09-16,Nawanshahr,1.0,1.0,era_unreliable
2016-09-16,Patiala,1.0,1.0,era_unreliable
2016-09-16,Rupnagar,1.0,1.0,era_unreliable
2016-09-16,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-16,Sangrur,1.0,1.0,era_unreliable
2016-09-16,Tarn Taran,1.0,1.0,era_unreliable
2016-09-17,Amritsar,1.0,1.0,era_unreliable
2016-09-17,Barnala,1.0,1.0,era_unreliable
2016-09-17,Bathinda,1.0,1.0,era_unreliable
2016-09-17,Faridkot,1.0,1.0,era_unreliable
2016-09-17,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-17,Firozpur,1.0,1.0,era_unreliable
2016-09-17,Gurdaspur,1.0,1.0,era_unreliable
2016-09-17,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-17,Jalandhar,1.0,1.0,era_unreliable
2016-09-17,Kapurthala,1.0,1.0,era_unreliable
2016-09-17,Ludhiana,1.0,1.0,era_unreliable
2016-09-17,Mansa,1.0,1.0,era_unreliable
2016-09-17,Moga,1.0,1.0,era_unreliable
2016-09-17,Muktsar,1.0,1.0,era_unreliable
2016-09-17,Nawanshahr,1.0,1.0,era_unreliable
2016-09-17,Patiala,1.0,1.0,era_unreliable
2016-09-17,Rupnagar,1.0,1.0,era_unreliable
2016-09-17,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-17,Sangrur,1.0,1.0,era_unreliable
2016-09-17,Tarn Taran,1.0,1.0,era_unreliable
2016-09-18,Amritsar,1.0,1.0,era_unreliable
2016-09-18,Barnala,1.0,1.0,era_unreliable
2016-09-18,Bathinda,1.0,1.0,era_unreliable
2016-09-18,Faridkot,1.0,1.0,era_unreliable
2016-09-18,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-18,Firozpur,1.0,1.0,era_unreliable
2016-09-18,Gurdaspur,1.0,1.0,era_unreliable
2016-09-18,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-18,Jalandhar,1.0,1.0,era_unreliable
2016-09-18,Kapurthala,1.0,1.0,era_unreliable
2016-09-18,Ludhiana,1.0,1.0,era_unreliable
2016-09-18,Mansa,1.0,1.0,era_unreliable
2016-09-18,Moga,1.0,1.0,era_unreliable
2016-09-18,Muktsar,1.0,1.0,era_unreliable
2016-09-18,Nawanshahr,1.0,1.0,era_unreliable
2016-09-18,Patiala,1.0,1.0,era_unreliable
2016-09-18,Rupnagar,1.0,1.0,era_unreliable
2016-09-18,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-18,Sangrur,1.0,1.0,era_unreliable
2016-09-18,Tarn Taran,1.0,1.0,era_unreliable
2016-09-19,Amritsar,1.0,1.0,era_unreliable
2016-09-19,Barnala,1.0,1.0,era_unreliable
2016-09-19,Bathinda,1.0,1.0,era_unreliable
2016-09-19,Faridkot,1.0,1.0,era_unreliable
2016-09-19,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-19,Firozpur,1.0,1.0,era_unreliable
2016-09-19,Gurdaspur,1.0,1.0,era_unreliable
2016-09-19,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-19,Jalandhar,1.0,1.0,era_unreliable
2016-09-19,Kapurthala,1.0,1.0,era_unreliable
2016-09-19,Ludhiana,1.0,1.0,era_unreliable
2016-09-19,Mansa,1.0,1.0,era_unreliable
2016-09-19,Moga,1.0,1.0,era_unreliable
2016-09-19,Muktsar,1.0,1.0,era_unreliable
2016-09-19,Nawanshahr,1.0,1.0,era_unreliable
2016-09-19,Patiala,1.0,1.0,era_unreliable
2016-09-19,Rupnagar,1.0,1.0,era_unreliable
2016-09-19,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-19,Sangrur,1.0,1.0,era_unreliable
2016-09-19,Tarn Taran,1.0,1.0,era_unreliable
2016-09-20,Amritsar,1.0,1.0,era_unreliable
2016-09-20,Barnala,1.0,1.0,era_unreliable
2016-09-20,Bathinda,1.0,1.0,era_unreliable
2016-09-20,Faridkot,1.0,1.0,era_unreliable
2016-09-20,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-20,Firozpur,1.0,1.0,era_unreliable
2016-09-20,Gurdaspur,1.0,1.0,era_unreliable
2016-09-20,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-20,Jalandhar,1.0,1.0,era_unreliable
2016-09-20,Kapurthala,1.0,1.0,era_unreliable
2016-09-20,Ludhiana,1.0,1.0,era_unreliable
2016-09-20,Mansa,1.0,1.0,era_unreliable
2016-09-20,Moga,1.0,1.0,era_unreliable
2016-09-20,Muktsar,1.0,1.0,era_unreliable
2016-09-20,Nawanshahr,1.0,1.0,era_unreliable
2016-09-20,Patiala,1.0,1.0,era_unreliable
2016-09-20,Rupnagar,1.0,1.0,era_unreliable
2016-09-20,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-20,Sangrur,1.0,1.0,era_unreliable
2016-09-20,Tarn Taran,1.0,1.0,era_unreliable
2016-09-21,Amritsar,1.0,1.0,era_unreliable
2016-09-21,Barnala,1.0,1.0,era_unreliable
2016-09-21,Bathinda,1.0,1.0,era_unreliable
2016-09-21,Faridkot,1.0,1.0,era_unreliable
2016-09-21,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-21,Firozpur,1.0,1.0,era_unreliable
2016-09-21,Gurdaspur,1.0,1.0,era_unreliable
2016-09-21,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-21,Jalandhar,1.0,1.0,era_unreliable
2016-09-21,Kapurthala,1.0,1.0,era_unreliable
2016-09-21,Ludhiana,1.0,1.0,era_unreliable
2016-09-21,Mansa,1.0,1.0,era_unreliable
2016-09-21,Moga,1.0,1.0,era_unreliable
2016-09-21,Muktsar,1.0,1.0,era_unreliable
2016-09-21,Nawanshahr,1.0,1.0,era_unreliable
2016-09-21,Patiala,1.0,1.0,era_unreliable
2016-09-21,Rupnagar,1.0,1.0,era_unreliable
2016-09-21,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-21,Sangrur,1.0,1.0,era_unreliable
2016-09-21,Tarn Taran,1.0,1.0,era_unreliable
2016-09-22,Amritsar,1.0,1.0,era_unreliable
2016-09-22,Barnala,1.0,1.0,era_unreliable
2016-09-22,Bathinda,1.0,1.0,era_unreliable
2016-09-22,Faridkot,1.0,1.0,era_unreliable
2016-09-22,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-22,Firozpur,1.0,1.0,era_unreliable
2016-09-22,Gurdaspur,1.0,1.0,era_unreliable
2016-09-22,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-22,Jalandhar,1.0,1.0,era_unreliable
2016-09-22,Kapurthala,1.0,1.0,era_unreliable
2016-09-22,Ludhiana,1.0,1.0,era_unreliable
2016-09-22,Mansa,1.0,1.0,era_unreliable
2016-09-22,Moga,1.0,1.0,era_unreliable
2016-09-22,Muktsar,1.0,1.0,era_unreliable
2016-09-22,Nawanshahr,1.0,1.0,era_unreliable
2016-09-22,Patiala,1.0,1.0,era_unreliable
2016-09-22,Rupnagar,1.0,1.0,era_unreliable
2016-09-22,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2016-09-22,Sangrur,1.0,1.0,era_unreliable
2016-09-22,Tarn Taran,1.0,1.0,era_unreliable
2016-09-23,Amritsar,1.0,1.0,era_unreliable
2016-09-23,Barnala,1.0,1.0,era_unreliable
2016-09-23,Bathinda,1.0,1.0,era_unreliable
2016-09-23,Faridkot,1.0,1.0,era_unreliable
2016-09-23,Fatehgarh Sahib,1.0,1.0,era_unreliable
2016-09-23,Firozpur,1.0,1.0,era_unreliable
2016-09-23,Gurdaspur,1.0,1.0,era_unreliable
2016-09-23,Hoshiarpur,1.0,1.0,era_unreliable
2016-09-23,Jalandhar,1.0,1.0,era_unreliable
2016-09-23,Kapurthala,1.0,1.0,era_unreliable
2016-09-23,Ludhiana,1.0,1.0,era_unreliable
2016-09-23,Mansa,1.0,1.0,era_unreliable
2016-09-23,Moga,1.0,1.0,era_unreliable
2016-09-23,Muktsar,1.0,1.0,era_unreliable
2016-09-23,Nawanshahr,1.0,1.0,era_unreliable
2016-09-23,Patiala,1.0,1.0,era_unreliable
2016-09-23,Rupnagar,1.0,1.0,era_unreliable
2016-09-23,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
